Código,Município,Código TI,Território de Identidade,QtMédicosSUS,QtMédicosNãoSUS,QtEnfermeirosSUS,QtEnfermeirosNãoSUS,QtProfissionais,QtMédicos,QtEnfermeiros,QtSUS,QtNãoSUS,LogQtMédicosSUS,LogQtMédicosNãoSUS,LogQtEnfermeirosSUS,LogQtEnfermeirosNãoSUS,LogQtProfissionais,LogQtMédicos,LogQtEnfermeiros,LogQtSUS,LogQtNãoSUS
2911402,Glória,24,Itaparica,8,0,6,0,14,8,6,14,0,"0,903089987",-1,"0,7781512504",-1,"1,1461280357","0,903089987","0,7781512504","1,1461280357",-1
2911501,Gongogi,22,Médio Rio de Contas,6,0,7,0,13,6,7,13,0,"0,7781512504",-1,"0,84509804",-1,"1,1139433523","0,7781512504","0,84509804","1,1139433523",-1
2911600,Governador Mangabeira,21,Recôncavo,12,1,14,2,29,13,16,26,3,"1,079181246",0,"1,1461280357","0,3010299957","1,4623979979","1,1139433523","1,2041199827","1,414973348","0,4771212547"
2911659,Guajeru,20,Sudoeste Baiano,7,0,8,0,15,7,8,15,0,"0,84509804",-1,"0,903089987",-1,"1,1760912591","0,84509804","0,903089987","1,1760912591",-1
2911709,Guanambi,13,Sertão Produtivo,155,22,174,3,354,177,177,329,25,"2,1903316982","1,3424226808","2,2405492483","0,4771212547","2,549003262","2,2479732664","2,2479732664","2,5171958979","1,3979400087"
2911808,Guaratinga,27,Costa do Descobrimento,6,0,20,0,26,6,20,26,0,"0,7781512504",-1,"1,3010299957",-1,"1,414973348","0,7781512504","1,3010299957","1,414973348",-1
2911857,Heliópolis,17,Semiárido Nordeste II,4,0,6,0,10,4,6,10,0,"0,6020599913",-1,"0,7781512504",-1,1,"0,6020599913","0,7781512504",1,-1
2911907,Iaçu,14,Piemonte do Paraguaçu,16,2,16,0,34,18,16,32,2,"1,2041199827","0,3010299957","1,2041199827",-1,"1,531478917","1,2552725051","1,2041199827","1,5051499783","0,3010299957"
2912004,Ibiassucê,13,Sertão Produtivo,4,0,13,0,17,4,13,17,0,"0,6020599913",-1,"1,1139433523",-1,"1,2304489214","0,6020599913","1,1139433523","1,2304489214",-1
2912103,Ibicaraí,5,Litoral Sul,12,0,26,0,38,12,26,38,0,"1,079181246",-1,"1,414973348",-1,"1,5797835966","1,079181246","1,414973348","1,5797835966",-1
2912202,Ibicoara,3,Chapada Diamantina,6,1,14,0,21,7,14,20,1,"0,7781512504",0,"1,1461280357",-1,"1,3222192947","0,84509804","1,1461280357","1,3010299957",0
2912301,Ibicuí,8,Médio Sudoeste da Bahia,6,3,19,0,28,9,19,25,3,"0,7781512504","0,4771212547","1,278753601",-1,"1,4471580313","0,9542425094","1,278753601","1,3979400087","0,4771212547"
2912400,Ibipeba,1,Irecê,4,1,13,2,20,5,15,17,3,"0,6020599913",0,"1,1139433523","0,3010299957","1,3010299957","0,6989700043","1,1760912591","1,2304489214","0,4771212547"
2912509,Ibipitanga,12,Bacia do Paramirim,4,1,12,0,17,5,12,16,1,"0,6020599913",0,"1,079181246",-1,"1,2304489214","0,6989700043","1,079181246","1,2041199827",0
2912608,Ibiquera,14,Piemonte do Paraguaçu,1,0,4,0,5,1,4,5,0,0,-1,"0,6020599913",-1,"0,6989700043",0,"0,6020599913","0,6989700043",-1
2912707,Ibirapitanga,6,Baixo Sul,9,0,13,0,22,9,13,22,0,"0,9542425094",-1,"1,1139433523",-1,"1,3424226808","0,9542425094","1,1139433523","1,3424226808",-1
2912806,Ibirapoã,7,Extremo Sul,6,0,6,0,12,6,6,12,0,"0,7781512504",-1,"0,7781512504",-1,"1,079181246","0,7781512504","0,7781512504","1,079181246",-1
2912905,Ibirataia,22,Médio Rio de Contas,9,0,13,0,22,9,13,22,0,"0,9542425094",-1,"1,1139433523",-1,"1,3424226808","0,9542425094","1,1139433523","1,3424226808",-1
2913002,Ibitiara,3,Chapada Diamantina,6,0,9,0,15,6,9,15,0,"0,7781512504",-1,"0,9542425094",-1,"1,1760912591","0,7781512504","0,9542425094","1,1760912591",-1
2913101,Ibititá,1,Irecê,6,1,10,0,17,7,10,16,1,"0,7781512504",0,1,-1,"1,2304489214","0,84509804",1,"1,2041199827",0
2913200,Ibotirama,2,Velho Chico,15,6,38,0,59,21,38,53,6,"1,1760912591","0,7781512504","1,5797835966",-1,"1,7708520116","1,3222192947","1,5797835966","1,7242758696","0,7781512504"
2913309,Ichu,4,Sisal,5,0,6,0,11,5,6,11,0,"0,6989700043",-1,"0,7781512504",-1,"1,0413926852","0,6989700043","0,7781512504","1,0413926852",-1
2913408,Igaporã,2,Velho Chico,4,0,16,0,20,4,16,20,0,"0,6020599913",-1,"1,2041199827",-1,"1,3010299957","0,6020599913","1,2041199827","1,3010299957",-1
2913457,Igrapiúna,6,Baixo Sul,8,0,15,0,23,8,15,23,0,"0,903089987",-1,"1,1760912591",-1,"1,361727836","0,903089987","1,1760912591","1,361727836",-1
2913507,Iguaí,8,Médio Sudoeste da Bahia,10,0,13,0,23,10,13,23,0,1,-1,"1,1139433523",-1,"1,361727836",1,"1,1139433523","1,361727836",-1
2913606,Ilhéus,5,Litoral Sul,198,71,229,13,511,269,242,427,84,"2,2966651903","1,8512583487","2,3598354823","1,1139433523","2,7084209001","2,42975228","2,383815366","2,630427875","1,9242792861"
2913705,Inhambupe,18,Litoral Norte e Agreste Baiano,18,0,26,0,44,18,26,44,0,"1,2552725051",-1,"1,414973348",-1,"1,6434526765","1,2552725051","1,414973348","1,6434526765",-1
2913804,Ipecaetá,19,Portal do Sertão,5,0,10,0,15,5,10,15,0,"0,6989700043",-1,1,-1,"1,1760912591","0,6989700043",1,"1,1760912591",-1
2913903,Ipiaú,22,Médio Rio de Contas,47,12,56,3,118,59,59,103,15,"1,6720978579","1,079181246","1,748188027","0,4771212547","2,0718820073","1,7708520116","1,7708520116","2,0128372247","1,1760912591"
2914000,Ipirá,15,Bacia do Jacuípe,17,5,31,2,55,22,33,48,7,"1,2304489214","0,6989700043","1,4913616938","0,3010299957","1,7403626895","1,3424226808","1,5185139399","1,6812412374","0,84509804"
2914109,Ipupiara,1,Irecê,3,0,10,0,13,3,10,13,0,"0,4771212547",-1,1,-1,"1,1139433523","0,4771212547",1,"1,1139433523",-1
2914208,Irajuba,9,Vale do Jiquiriçá,1,0,7,0,8,1,7,8,0,0,-1,"0,84509804",-1,"0,903089987",0,"0,84509804","0,903089987",-1
2914307,Iramaia,3,Chapada Diamantina,6,0,8,0,14,6,8,14,0,"0,7781512504",-1,"0,903089987",-1,"1,1461280357","0,7781512504","0,903089987","1,1461280357",-1
2914406,Iraquara,3,Chapada Diamantina,13,1,6,0,20,14,6,19,1,"1,1139433523",0,"0,7781512504",-1,"1,3010299957","1,1461280357","0,7781512504","1,278753601",0
2914505,Irará,19,Portal do Sertão,7,4,18,0,29,11,18,25,4,"0,84509804","0,6020599913","1,2552725051",-1,"1,4623979979","1,0413926852","1,2552725051","1,3979400087","0,6020599913"
2914604,Irecê,1,Irecê,141,10,117,2,270,151,119,258,12,"2,1492191127",1,"2,0681858617","0,3010299957","2,4313637642","2,1789769473","2,0755469614","2,411619706","1,079181246"
2914653,Itabela,27,Costa do Descobrimento,11,3,29,0,43,14,29,40,3,"1,0413926852","0,4771212547","1,4623979979",-1,"1,6334684556","1,1461280357","1,4623979979","1,6020599913","0,4771212547"
2914703,Itaberaba,14,Piemonte do Paraguaçu,29,14,50,3,96,43,53,79,17,"1,4623979979","1,1461280357","1,6989700043","0,4771212547","1,982271233","1,6334684556","1,7242758696","1,8976270913","1,2304489214"
2914802,Itabuna,5,Litoral Sul,364,46,353,26,789,410,379,717,72,"2,5611013836","1,6627578317","2,5477747054","1,414973348","2,8970770032","2,6127838567","2,57863921","2,8555191557","1,8573324964"
2914901,Itacaré,5,Litoral Sul,18,3,19,0,40,21,19,37,3,"1,2552725051","0,4771212547","1,278753601",-1,"1,6020599913","1,3222192947","1,278753601","1,5682017241","0,4771212547"
2915007,Itaetê,3,Chapada Diamantina,2,0,13,0,15,2,13,15,0,"0,3010299957",-1,"1,1139433523",-1,"1,1760912591","0,3010299957","1,1139433523","1,1760912591",-1
2915106,Itagi,22,Médio Rio de Contas,3,0,12,0,15,3,12,15,0,"0,4771212547",-1,"1,079181246",-1,"1,1760912591","0,4771212547","1,079181246","1,1760912591",-1
2915205,Itagibá,22,Médio Rio de Contas,6,0,12,0,18,6,12,18,0,"0,7781512504",-1,"1,079181246",-1,"1,2552725051","0,7781512504","1,079181246","1,2552725051",-1
2915304,Itagimirim,27,Costa do Descobrimento,3,0,4,0,7,3,4,7,0,"0,4771212547",-1,"0,6020599913",-1,"0,84509804","0,4771212547","0,6020599913","0,84509804",-1
2915353,Itaguaçu da Bahia,1,Irecê,6,0,10,0,16,6,10,16,0,"0,7781512504",-1,1,-1,"1,2041199827","0,7781512504",1,"1,2041199827",-1
2915403,Itaju do Colônia,5,Litoral Sul,3,0,7,0,10,3,7,10,0,"0,4771212547",-1,"0,84509804",-1,1,"0,4771212547","0,84509804",1,-1
2915502,Itajuípe,5,Litoral Sul,4,0,18,0,22,4,18,22,0,"0,6020599913",-1,"1,2552725051",-1,"1,3424226808","0,6020599913","1,2552725051","1,3424226808",-1
2915601,Itamaraju,7,Extremo Sul,39,8,64,4,115,47,68,103,12,"1,591064607","0,903089987","1,806179974","0,6020599913","2,0606978404","1,6720978579","1,8325089127","2,0128372247","1,079181246"
2915700,Itamari,22,Médio Rio de Contas,1,0,5,0,6,1,5,6,0,0,-1,"0,6989700043",-1,"0,7781512504",0,"0,6989700043","0,7781512504",-1
2915809,Itambé,8,Médio Sudoeste da Bahia,13,0,21,0,34,13,21,34,0,"1,1139433523",-1,"1,3222192947",-1,"1,531478917","1,1139433523","1,3222192947","1,531478917",-1
2915908,Itanagra,18,Litoral Norte e Agreste Baiano,4,0,7,0,11,4,7,11,0,"0,6020599913",-1,"0,84509804",-1,"1,0413926852","0,6020599913","0,84509804","1,0413926852",-1
2916005,Itanhém,7,Extremo Sul,10,2,16,0,28,12,16,26,2,1,"0,3010299957","1,2041199827",-1,"1,4471580313","1,079181246","1,2041199827","1,414973348","0,3010299957"
2916104,Itaparica,26,Metropolitano de Salvador,24,3,23,0,50,27,23,47,3,"1,3802112417","0,4771212547","1,361727836",-1,"1,6989700043","1,4313637642","1,361727836","1,6720978579","0,4771212547"
2916203,Itapé,5,Litoral Sul,2,0,13,0,15,2,13,15,0,"0,3010299957",-1,"1,1139433523",-1,"1,1760912591","0,3010299957","1,1139433523","1,1760912591",-1
2916302,Itapebi,27,Costa do Descobrimento,4,0,12,0,16,4,12,16,0,"0,6020599913",-1,"1,079181246",-1,"1,2041199827","0,6020599913","1,079181246","1,2041199827",-1
2916401,Itapetinga,8,Médio Sudoeste da Bahia,52,21,74,1,148,73,75,126,22,"1,7160033436","1,3222192947","1,8692317197",0,"2,1702617154","1,8633228601","1,8750612634","2,1003705451","1,3424226808"
2916500,Itapicuru,18,Litoral Norte e Agreste Baiano,21,0,27,0,48,21,27,48,0,"1,3222192947",-1,"1,4313637642",-1,"1,6812412374","1,3222192947","1,4313637642","1,6812412374",-1
2916609,Itapitanga,5,Litoral Sul,3,0,9,0,12,3,9,12,0,"0,4771212547",-1,"0,9542425094",-1,"1,079181246","0,4771212547","0,9542425094","1,079181246",-1
2916708,Itaquara,9,Vale do Jiquiriçá,3,0,9,0,12,3,9,12,0,"0,4771212547",-1,"0,9542425094",-1,"1,079181246","0,4771212547","0,9542425094","1,079181246",-1
2916807,Itarantim,8,Médio Sudoeste da Bahia,7,1,15,1,24,8,16,22,2,"0,84509804",0,"1,1760912591",0,"1,3802112417","0,903089987","1,2041199827","1,3424226808","0,3010299957"
2916856,Itatim,14,Piemonte do Paraguaçu,10,0,16,0,26,10,16,26,0,1,-1,"1,2041199827",-1,"1,414973348",1,"1,2041199827","1,414973348",-1
2916906,Itiruçu,9,Vale do Jiquiriçá,2,0,9,0,11,2,9,11,0,"0,3010299957",-1,"0,9542425094",-1,"1,0413926852","0,3010299957","0,9542425094","1,0413926852",-1
2917003,Itiúba,4,Sisal,10,1,9,0,20,11,9,19,1,1,0,"0,9542425094",-1,"1,3010299957","1,0413926852","0,9542425094","1,278753601",0
2917102,Itororó,8,Médio Sudoeste da Bahia,8,1,13,0,22,9,13,21,1,"0,903089987",0,"1,1139433523",-1,"1,3424226808","0,9542425094","1,1139433523","1,3222192947",0
2917201,Ituaçu,13,Sertão Produtivo,9,1,19,0,29,10,19,28,1,"0,9542425094",0,"1,278753601",-1,"1,4623979979",1,"1,278753601","1,4471580313",0
2917300,Ituberá,6,Baixo Sul,5,3,13,2,23,8,15,18,5,"0,6989700043","0,4771212547","1,1139433523","0,3010299957","1,361727836","0,903089987","1,1760912591","1,2552725051","0,6989700043"
2917334,Iuiu,13,Sertão Produtivo,5,0,8,0,13,5,8,13,0,"0,6989700043",-1,"0,903089987",-1,"1,1139433523","0,6989700043","0,903089987","1,1139433523",-1
2917359,Jaborandi,23,Bacia do Rio Corrente,3,0,11,0,14,3,11,14,0,"0,4771212547",-1,"1,0413926852",-1,"1,1461280357","0,4771212547","1,0413926852","1,1461280357",-1
2917409,Jacaraci,20,Sudoeste Baiano,5,0,16,0,21,5,16,21,0,"0,6989700043",-1,"1,2041199827",-1,"1,3222192947","0,6989700043","1,2041199827","1,3222192947",-1
2917508,Jacobina,16,Piemonte da Diamantina,50,39,70,6,165,89,76,120,45,"1,6989700043","1,591064607","1,84509804","0,7781512504","2,2174839442","1,9493900066","1,8808135923","2,079181246","1,6532125138"
2917607,Jaguaquara,9,Vale do Jiquiriçá,19,8,48,1,76,27,49,67,9,"1,278753601","0,903089987","1,6812412374",0,"1,8808135923","1,4313637642","1,69019608","1,8260748027","0,9542425094"
2917706,Jaguarari,25,Piemonte Norte do Itapicuru,15,1,9,3,28,16,12,24,4,"1,1760912591",0,"0,9542425094","0,4771212547","1,4471580313","1,2041199827","1,079181246","1,3802112417","0,6020599913"
2917805,Jaguaripe,6,Baixo Sul,6,0,9,0,15,6,9,15,0,"0,7781512504",-1,"0,9542425094",-1,"1,1760912591","0,7781512504","0,9542425094","1,1760912591",-1
2917904,Jandaíra,18,Litoral Norte e Agreste Baiano,3,0,3,0,6,3,3,6,0,"0,4771212547",-1,"0,4771212547",-1,"0,7781512504","0,4771212547","0,4771212547","0,7781512504",-1
2918001,Jequié,22,Médio Rio de Contas,180,52,308,13,553,232,321,488,65,"2,2552725051","1,7160033436","2,4885507165","1,1139433523","2,7427251313","2,3654879849","2,5065050324","2,688419822","1,8129133566"
2918100,Jeremoabo,17,Semiárido Nordeste II,14,1,44,1,60,15,45,58,2,"1,1461280357",0,"1,6434526765",0,"1,7781512504","1,1760912591","1,6532125138","1,7634279936","0,3010299957"
2918209,Jiquiriçá,9,Vale do Jiquiriçá,9,0,12,0,21,9,12,21,0,"0,9542425094",-1,"1,079181246",-1,"1,3222192947","0,9542425094","1,079181246","1,3222192947",-1
2918308,Jitaúna,22,Médio Rio de Contas,1,0,14,0,15,1,14,15,0,0,-1,"1,1461280357",-1,"1,1760912591",0,"1,1461280357","1,1760912591",-1
2918357,João Dourado,1,Irecê,3,0,10,0,13,3,10,13,0,"0,4771212547",-1,1,-1,"1,1139433523","0,4771212547",1,"1,1139433523",-1
2918407,Juazeiro,10,Sertão do São Francisco,339,142,293,2,776,481,295,632,144,"2,5301996982","2,1522883444","2,4668676204","0,3010299957","2,8898617213","2,6821450764","2,469822016","2,8007170783","2,1583624921"
2918456,Jucuruçu,7,Extremo Sul,4,0,9,0,13,4,9,13,0,"0,6020599913",-1,"0,9542425094",-1,"1,1139433523","0,6020599913","0,9542425094","1,1139433523",-1
2918506,Jussara,1,Irecê,4,0,12,0,16,4,12,16,0,"0,6020599913",-1,"1,079181246",-1,"1,2041199827","0,6020599913","1,079181246","1,2041199827",-1
2918555,Jussari,5,Litoral Sul,4,0,8,0,12,4,8,12,0,"0,6020599913",-1,"0,903089987",-1,"1,079181246","0,6020599913","0,903089987","1,079181246",-1
2918605,Jussiape,3,Chapada Diamantina,6,0,10,0,16,6,10,16,0,"0,7781512504",-1,1,-1,"1,2041199827","0,7781512504",1,"1,2041199827",-1
2918704,Lafayette Coutinho,9,Vale do Jiquiriçá,1,0,7,0,8,1,7,8,0,0,-1,"0,84509804",-1,"0,903089987",0,"0,84509804","0,903089987",-1
2918753,Lagoa Real,13,Sertão Produtivo,2,0,10,0,12,2,10,12,0,"0,3010299957",-1,1,-1,"1,079181246","0,3010299957",1,"1,079181246",-1
2918803,Laje,9,Vale do Jiquiriçá,13,1,22,0,36,14,22,35,1,"1,1139433523",0,"1,3424226808",-1,"1,5563025008","1,1461280357","1,3424226808","1,5440680444",0
2918902,Lajedão,7,Extremo Sul,2,0,12,0,14,2,12,14,0,"0,3010299957",-1,"1,079181246",-1,"1,1461280357","0,3010299957","1,079181246","1,1461280357",-1
2919009,Lajedinho,14,Piemonte do Paraguaçu,0,0,-,0,0,0,#VALOR!,#VALOR!,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
2919058,Lajedo do Tabocal,9,Vale do Jiquiriçá,1,0,10,0,11,1,10,11,0,0,-1,1,-1,"1,0413926852",0,1,"1,0413926852",-1
2919108,Lamarão,4,Sisal,0,0,8,0,8,0,8,8,0,-1,-1,"0,903089987",-1,"0,903089987",-1,"0,903089987","0,903089987",-1
2919157,Lapão,1,Irecê,6,0,18,0,24,6,18,24,0,"0,7781512504",-1,"1,2552725051",-1,"1,3802112417","0,7781512504","1,2552725051","1,3802112417",-1
2919207,Lauro de Freitas,26,Metropolitano de Salvador,235,238,178,20,671,473,198,413,258,"2,3710678623","2,3765769571","2,2504200023","1,3010299957","2,8267225202","2,6748611407","2,2966651903","2,6159500517","2,411619706"
2919306,Lençóis,3,Chapada Diamantina,4,0,15,0,19,4,15,19,0,"0,6020599913",-1,"1,1760912591",-1,"1,278753601","0,6020599913","1,1760912591","1,278753601",-1
2919405,Licínio de Almeida,20,Sudoeste Baiano,3,0,11,0,14,3,11,14,0,"0,4771212547",-1,"1,0413926852",-1,"1,1461280357","0,4771212547","1,0413926852","1,1461280357",-1
2919504,Livramento de Nossa Senhora,13,Sertão Produtivo,13,8,50,5,76,21,55,63,13,"1,1139433523","0,903089987","1,6989700043","0,6989700043","1,8808135923","1,3222192947","1,7403626895","1,7993405495","1,1139433523"
2919553,Luís Eduardo Magalhães,11,Bacia do Rio Grande,48,16,59,2,125,64,61,107,18,"1,6812412374","1,2041199827","1,7708520116","0,3010299957","2,096910013","1,806179974","1,785329835","2,0293837777","1,2552725051"
2919603,Macajuba,14,Piemonte do Paraguaçu,5,0,6,0,11,5,6,11,0,"0,6989700043",-1,"0,7781512504",-1,"1,0413926852","0,6989700043","0,7781512504","1,0413926852",-1
2919702,Macarani,8,Médio Sudoeste da Bahia,7,0,17,0,24,7,17,24,0,"0,84509804",-1,"1,2304489214",-1,"1,3802112417","0,84509804","1,2304489214","1,3802112417",-1
2919801,Macaúbas,12,Bacia do Paramirim,22,0,46,0,68,22,46,68,0,"1,3424226808",-1,"1,6627578317",-1,"1,8325089127","1,3424226808","1,6627578317","1,8325089127",-1
2919900,Macururé,24,Itaparica,3,0,8,0,11,3,8,11,0,"0,4771212547",-1,"0,903089987",-1,"1,0413926852","0,4771212547","0,903089987","1,0413926852",-1
2919926,Madre de Deus,26,Metropolitano de Salvador,18,1,22,1,42,19,23,40,2,"1,2552725051",0,"1,3424226808",0,"1,6232492904","1,278753601","1,361727836","1,6020599913","0,3010299957"
2919959,Maetinga,20,Sudoeste Baiano,9,0,12,0,21,9,12,21,0,"0,9542425094",-1,"1,079181246",-1,"1,3222192947","0,9542425094","1,079181246","1,3222192947",-1
2920007,Maiquinique,8,Médio Sudoeste da Bahia,3,0,7,0,10,3,7,10,0,"0,4771212547",-1,"0,84509804",-1,1,"0,4771212547","0,84509804",1,-1
2920106,Mairi,15,Bacia do Jacuípe,12,1,28,0,41,13,28,40,1,"1,079181246",0,"1,4471580313",-1,"1,6127838567","1,1139433523","1,4471580313","1,6020599913",0
2920205,Malhada,2,Velho Chico,1,0,10,0,11,1,10,11,0,0,-1,1,-1,"1,0413926852",0,1,"1,0413926852",-1
2920304,Malhada de Pedras,13,Sertão Produtivo,2,0,6,0,8,2,6,8,0,"0,3010299957",-1,"0,7781512504",-1,"0,903089987","0,3010299957","0,7781512504","0,903089987",-1
2920403,Manoel Vitorino,22,Médio Rio de Contas,1,0,16,0,17,1,16,17,0,0,-1,"1,2041199827",-1,"1,2304489214",0,"1,2041199827","1,2304489214",-1
2920452,Mansidão,11,Bacia do Rio Grande,5,0,6,0,11,5,6,11,0,"0,6989700043",-1,"0,7781512504",-1,"1,0413926852","0,6989700043","0,7781512504","1,0413926852",-1
2920502,Maracás,9,Vale do Jiquiriçá,6,1,24,0,31,7,24,30,1,"0,7781512504",0,"1,3802112417",-1,"1,4913616938","0,84509804","1,3802112417","1,4771212547",0
2920601,Maragogipe,21,Recôncavo,13,0,22,0,35,13,22,35,0,"1,1139433523",-1,"1,3424226808",-1,"1,5440680444","1,1139433523","1,3424226808","1,5440680444",-1
2920700,Maraú,5,Litoral Sul,5,0,15,0,20,5,15,20,0,"0,6989700043",-1,"1,1760912591",-1,"1,3010299957","0,6989700043","1,1760912591","1,3010299957",-1
2920809,Marcionílio Souza,3,Chapada Diamantina,3,0,3,0,6,3,3,6,0,"0,4771212547",-1,"0,4771212547",-1,"0,7781512504","0,4771212547","0,4771212547","0,7781512504",-1
2920908,Mascote,5,Litoral Sul,3,0,14,0,17,3,14,17,0,"0,4771212547",-1,"1,1461280357",-1,"1,2304489214","0,4771212547","1,1461280357","1,2304489214",-1
2921005,Mata de São João,26,Metropolitano de Salvador,28,3,31,1,63,31,32,59,4,"1,4471580313","0,4771212547","1,4913616938",0,"1,7993405495","1,4913616938","1,5051499783","1,7708520116","0,6020599913"
2921054,Matina,2,Velho Chico,3,0,10,0,13,3,10,13,0,"0,4771212547",-1,1,-1,"1,1139433523","0,4771212547",1,"1,1139433523",-1
2921104,Medeiros Neto,7,Extremo Sul,17,0,20,0,37,17,20,37,0,"1,2304489214",-1,"1,3010299957",-1,"1,5682017241","1,2304489214","1,3010299957","1,5682017241",-1
2921203,Miguel Calmon,16,Piemonte da Diamantina,11,2,28,1,42,13,29,39,3,"1,0413926852","0,3010299957","1,4471580313",0,"1,6232492904","1,1139433523","1,4623979979","1,591064607","0,4771212547"
2921302,Milagres,9,Vale do Jiquiriçá,3,0,10,0,13,3,10,13,0,"0,4771212547",-1,1,-1,"1,1139433523","0,4771212547",1,"1,1139433523",-1
2921401,Mirangaba,16,Piemonte da Diamantina,6,0,9,0,15,6,9,15,0,"0,7781512504",-1,"0,9542425094",-1,"1,1760912591","0,7781512504","0,9542425094","1,1760912591",-1
2921450,Mirante,20,Sudoeste Baiano,4,1,7,0,12,5,7,11,1,"0,6020599913",0,"0,84509804",-1,"1,079181246","0,6989700043","0,84509804","1,0413926852",0
2921500,Monte Santo,4,Sisal,12,0,20,0,32,12,20,32,0,"1,079181246",-1,"1,3010299957",-1,"1,5051499783","1,079181246","1,3010299957","1,5051499783",-1
2921609,Morpará,2,Velho Chico,5,0,11,0,16,5,11,16,0,"0,6989700043",-1,"1,0413926852",-1,"1,2041199827","0,6989700043","1,0413926852","1,2041199827",-1
2921708,Morro do Chapéu,3,Chapada Diamantina,23,0,34,0,57,23,34,57,0,"1,361727836",-1,"1,531478917",-1,"1,7558748557","1,361727836","1,531478917","1,7558748557",-1
2921807,Mortugaba,20,Sudoeste Baiano,7,1,14,1,23,8,15,21,2,"0,84509804",0,"1,1461280357",0,"1,361727836","0,903089987","1,1760912591","1,3222192947","0,3010299957"
2921906,Mucugê,3,Chapada Diamantina,5,0,13,0,18,5,13,18,0,"0,6989700043",-1,"1,1139433523",-1,"1,2552725051","0,6989700043","1,1139433523","1,2552725051",-1
2922003,Mucuri,7,Extremo Sul,41,7,34,0,82,48,34,75,7,"1,6127838567","0,84509804","1,531478917",-1,"1,9138138524","1,6812412374","1,531478917","1,8750612634","0,84509804"
2922052,Mulungu do Morro,1,Irecê,4,0,8,0,12,4,8,12,0,"0,6020599913",-1,"0,903089987",-1,"1,079181246","0,6020599913","0,903089987","1,079181246",-1
2922102,Mundo Novo,14,Piemonte do Paraguaçu,6,0,9,0,15,6,9,15,0,"0,7781512504",-1,"0,9542425094",-1,"1,1760912591","0,7781512504","0,9542425094","1,1760912591",-1
2922201,Muniz Ferreira,21,Recôncavo,4,0,6,0,10,4,6,10,0,"0,6020599913",-1,"0,7781512504",-1,1,"0,6020599913","0,7781512504",1,-1
2922250,Muquém do São Francisco,2,Velho Chico,1,0,8,0,9,1,8,9,0,0,-1,"0,903089987",-1,"0,9542425094",0,"0,903089987","0,9542425094",-1
2922300,Muritiba,21,Recôncavo,10,3,29,0,42,13,29,39,3,1,"0,4771212547","1,4623979979",-1,"1,6232492904","1,1139433523","1,4623979979","1,591064607","0,4771212547"
2922409,Mutuípe,9,Vale do Jiquiriçá,8,6,17,0,31,14,17,25,6,"0,903089987","0,7781512504","1,2304489214",-1,"1,4913616938","1,1461280357","1,2304489214","1,3979400087","0,7781512504"
2922508,Nazaré,21,Recôncavo,18,3,34,1,56,21,35,52,4,"1,2552725051","0,4771212547","1,531478917",0,"1,748188027","1,3222192947","1,5440680444","1,7160033436","0,6020599913"
2922607,Nilo Peçanha,6,Baixo Sul,4,0,10,0,14,4,10,14,0,"0,6020599913",-1,1,-1,"1,1461280357","0,6020599913",1,"1,1461280357",-1
2922656,Nordestina,4,Sisal,6,0,11,0,17,6,11,17,0,"0,7781512504",-1,"1,0413926852",-1,"1,2304489214","0,7781512504","1,0413926852","1,2304489214",-1
2922706,Nova Canaã,8,Médio Sudoeste da Bahia,6,0,14,0,20,6,14,20,0,"0,7781512504",-1,"1,1461280357",-1,"1,3010299957","0,7781512504","1,1461280357","1,3010299957",-1
2922730,Nova Fátima,15,Bacia do Jacuípe,1,2,12,1,16,3,13,13,3,0,"0,3010299957","1,079181246",0,"1,2041199827","0,4771212547","1,1139433523","1,1139433523","0,4771212547"
2922755,Nova Ibiá,22,Médio Rio de Contas,1,0,8,0,9,1,8,9,0,0,-1,"0,903089987",-1,"0,9542425094",0,"0,903089987","0,9542425094",-1
2922805,Nova Itarana,9,Vale do Jiquiriçá,3,0,3,0,6,3,3,6,0,"0,4771212547",-1,"0,4771212547",-1,"0,7781512504","0,4771212547","0,4771212547","0,7781512504",-1
2922854,Nova Redenção,3,Chapada Diamantina,4,0,5,0,9,4,5,9,0,"0,6020599913",-1,"0,6989700043",-1,"0,9542425094","0,6020599913","0,6989700043","0,9542425094",-1
2922904,Nova Soure,17,Semiárido Nordeste II,8,1,20,0,29,9,20,28,1,"0,903089987",0,"1,3010299957",-1,"1,4623979979","0,9542425094","1,3010299957","1,4471580313",0
2923001,Nova Viçosa,7,Extremo Sul,21,1,27,0,49,22,27,48,1,"1,3222192947",0,"1,4313637642",-1,"1,69019608","1,3424226808","1,4313637642","1,6812412374",0
2923035,Novo Horizonte,3,Chapada Diamantina,4,0,7,0,11,4,7,11,0,"0,6020599913",-1,"0,84509804",-1,"1,0413926852","0,6020599913","0,84509804","1,0413926852",-1
2923050,Novo Triunfo,17,Semiárido Nordeste II,4,0,6,0,10,4,6,10,0,"0,6020599913",-1,"0,7781512504",-1,1,"0,6020599913","0,7781512504",1,-1
2923100,Olindina,18,Litoral Norte e Agreste Baiano,7,1,14,0,22,8,14,21,1,"0,84509804",0,"1,1461280357",-1,"1,3424226808","0,903089987","1,1461280357","1,3222192947",0
