Código,Município,Código TI,Território de Identidade,População,QtMédicosSUS,QtMédicosNãoSUS,QtEnfermeirosSUS,QtEnfermeirosNãoSUS,QtProfissionais,Médicos,Enfermeiros,SUS,Não SUS,QtProfissionais/100000Hab,QtMédicos/100000Hab,QtEnfermeiros/100000Hab,QtSUS/100000Hab,QtNãoSUS/100000Hab
2915205,Itagibá,22,Médio Rio de Contas,15577,5,0,10,0,15,5,10,15,0,96.2958207614,32.0986069205,64.1972138409,96.2958207614,0
2915304,Itagimirim,27,Costa do Descobrimento,7291,4,0,5,0,9,4,5,9,0,123.4398573584,54.8621588259,68.5776985324,123.4398573584,0
2915353,Itaguaçu da Bahia,1,Irecê,14718,8,0,7,0,15,8,7,15,0,101.9160211985,54.3552113059,47.5608098926,101.9160211985,0
2915403,Itaju do Colônia,5,Litoral Sul,7218,3,0,5,0,8,3,5,8,0,110.834026046,41.5627597672,69.2712662787,110.834026046,0
2915502,Itajuípe,5,Litoral Sul,21642,7,0,12,0,19,7,12,19,0,87.7922557989,32.3445152943,55.4477405046,87.7922557989,0
2915601,Itamaraju,7,Extremo Sul,67356,40,8,70,1,119,48,71,110,9,176.6731991211,71.2631391413,105.4100599798,163.3113605321,13.361838589
2915700,Itamari,22,Médio Rio de Contas,8476,2,0,9,0,11,2,9,11,0,129.7781972629,23.596035866,106.1821613969,129.7781972629,0
2915809,Itambé,8,Médio Sudoeste da Bahia,24901,11,0,17,0,28,11,17,28,0,112.445283322,44.1749327336,68.2703505883,112.445283322,0
2915908,Itanagra,18,Litoral Norte e Agreste Baiano,6730,3,0,7,0,10,3,7,10,0,148.588410104,44.5765230312,104.0118870728,148.588410104,0
2916005,Itanhém,7,Extremo Sul,20501,10,2,23,0,35,12,23,33,2,170.7233793473,58.5337300619,112.1896492854,160.9677576704,9.755621677
2916104,Itaparica,26,Metropolitano de Salvador,22866,15,1,21,0,37,16,21,36,1,161.8122977346,69.9728855069,91.8394122278,157.4389923904,4.3733053442
2916203,Itapé,5,Litoral Sul,9830,5,0,10,0,15,5,10,15,0,152.5940996948,50.8646998983,101.7293997965,152.5940996948,0
2916302,Itapebi,27,Costa do Descobrimento,10830,7,0,10,0,17,7,10,17,0,156.9713758079,64.6352723915,92.3361034164,156.9713758079,0
2916401,Itapetinga,8,Médio Sudoeste da Bahia,77533,39,27,55,1,122,66,56,94,28,157.3523531915,85.1250435299,72.2273096617,121.2386983607,36.1136548308
2916500,Itapicuru,18,Litoral Norte e Agreste Baiano,36211,19,0,18,0,37,19,18,37,0,102.1788959156,52.4702438486,49.7086520671,102.1788959156,0
2916609,Itapitanga,5,Litoral Sul,10799,2,0,7,0,9,2,7,9,0,83.3410500972,18.5202333549,64.8208167423,83.3410500972,0
2916708,Itaquara,9,Vale do Jiquiriçá,8592,8,0,6,0,14,8,6,14,0,162.9422718808,93.1098696462,69.8324022346,162.9422718808,0
2916807,Itarantim,8,Médio Sudoeste da Bahia,20314,6,1,15,0,22,7,15,21,1,108.2996947918,34.4589937974,73.8407009944,103.3769813921,4.9227133996
2916856,Itatim,14,Piemonte do Paraguaçu,14957,10,0,14,0,24,10,14,24,0,160.4599852912,66.8583272047,93.6016580865,160.4599852912,0
2916906,Itiruçu,9,Vale do Jiquiriçá,13254,7,0,8,0,15,7,8,15,0,113.1733816206,52.8142447563,60.3591368643,113.1733816206,0
2917003,Itiúba,4,Sisal,37567,15,1,7,0,23,16,7,22,1,61.2239465488,42.5905715122,18.6333750366,58.5620358293,2.6619107195
2917102,Itororó,8,Médio Sudoeste da Bahia,21241,5,2,13,0,20,7,13,18,2,94.1575255402,32.9551339391,61.2023916011,84.7417729862,9.415752554
2917201,Ituaçu,13,Sertão Produtivo,19577,8,0,13,0,21,8,13,21,0,107.2687337181,40.8642795117,66.4044542065,107.2687337181,0
2917300,Ituberá,6,Baixo Sul,29428,12,0,13,0,25,12,13,25,0,84.9531058856,40.7774908251,44.1756150605,84.9531058856,0
2917334,Iuiu,13,Sertão Produtivo,11399,4,0,8,0,12,4,8,12,0,105.2723923151,35.0907974384,70.1815948767,105.2723923151,0
2917359,Jaborandi,23,Bacia do Rio Corrente,9056,6,0,15,0,21,6,15,21,0,231.890459364,66.2544169611,165.6360424028,231.890459364,0
2917409,Jacaraci,20,Sudoeste Baiano,15459,3,0,15,0,18,3,15,18,0,116.4370269746,19.4061711624,97.0308558121,116.4370269746,0
2917508,Jacobina,16,Piemonte da Diamantina,83635,41,35,62,6,144,76,68,103,41,172.1767202726,90.8710468105,81.3056734621,123.1541818617,49.022538411
2917607,Jaguaquara,9,Vale do Jiquiriçá,56033,15,8,37,1,61,23,38,52,9,108.8644191816,41.0472400193,67.8171791623,92.8024556958,16.0619634858
2917706,Jaguarari,25,Piemonte Norte do Itapicuru,34499,11,1,8,3,23,12,11,19,4,66.6685990898,34.7836169164,31.8849821734,55.0740601177,11.5945389721
2917805,Jaguaripe,6,Baixo Sul,19036,4,0,7,0,11,4,7,11,0,57.7852490019,21.0128178189,36.772431183,57.7852490019,0
2917904,Jandaíra,18,Litoral Norte e Agreste Baiano,11120,4,0,3,0,7,4,3,7,0,62.9496402878,35.9712230216,26.9784172662,62.9496402878,0
2918001,Jequié,22,Médio Rio de Contas,162209,115,48,222,7,392,163,229,337,55,241.6635328496,100.4876424859,141.1758903637,207.7566596181,33.9068732314
2918100,Jeremoabo,17,Semiárido Nordeste II,41605,23,1,32,1,57,24,33,55,2,137.0027640909,57.685374354,79.3173897368,132.1956495614,4.8071145295
2918209,Jiquiriçá,9,Vale do Jiquiriçá,15106,7,0,8,0,15,7,8,15,0,99.2982920694,46.3392029657,52.9590891037,99.2982920694,0
2918308,Jitaúna,22,Médio Rio de Contas,12692,2,0,15,0,17,2,15,17,0,133.9426410337,15.7579577687,118.184683265,133.9426410337,0
2918357,João Dourado,1,Irecê,25646,4,0,8,0,12,4,8,12,0,46.790922561,15.596974187,31.193948374,46.790922561,0
2918407,Juazeiro,10,Sertão do São Francisco,221773,338,28,249,0,615,366,249,587,28,277.3105833442,165.0336154536,112.2769678906,264.6850608505,12.6255224937
2918456,Jucuruçu,7,Extremo Sul,9924,6,0,11,0,17,6,11,17,0,171.3018943974,60.4594921403,110.8424022572,171.3018943974,0
2918506,Jussara,1,Irecê,16006,6,0,9,0,15,6,9,15,0,93.7148569287,37.4859427715,56.2289141572,93.7148569287,0
2918555,Jussari,5,Litoral Sul,6275,1,0,8,0,9,1,8,9,0,143.4262948207,15.9362549801,127.4900398406,143.4262948207,0
2918605,Jussiape,3,Chapada Diamantina,7066,6,0,8,0,14,6,8,14,0,198.1318992358,84.913671101,113.2182281347,198.1318992358,0
2918704,Lafayette Coutinho,9,Vale do Jiquiriçá,3975,2,0,7,0,9,2,7,9,0,226.4150943396,50.3144654088,176.1006289308,226.4150943396,0
2918753,Lagoa Real,13,Sertão Produtivo,16029,5,0,6,0,11,5,6,11,0,68.6256160709,31.1934618504,37.4321542205,68.6256160709,0
2918803,Laje,9,Vale do Jiquiriçá,24306,9,1,15,0,25,10,15,24,1,102.8552620752,41.1421048301,61.7131572451,98.7410515922,4.114210483
2918902,Lajedão,7,Extremo Sul,4068,3,0,10,0,13,3,10,13,0,319.5673549656,73.7463126844,245.8210422812,319.5673549656,0
2919009,Lajedinho,14,Piemonte do Paraguaçu,4017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2919058,Lajedo do Tabocal,9,Vale do Jiquiriçá,8886,3,0,7,0,10,3,7,10,0,112.5365743867,33.760972316,78.7756020707,112.5365743867,0
2919108,Lamarão,4,Sisal,9007,3,0,6,0,9,3,6,9,0,99.922282669,33.3074275563,66.6148551127,99.922282669,0
2919157,Lapão,1,Irecê,28244,8,0,20,0,28,8,20,28,0,99.1360997026,28.324599915,70.8114997876,99.1360997026,0
2919207,Lauro de Freitas,26,Metropolitano de Salvador,197636,244,219,128,12,603,463,140,372,231,305.1063571414,234.2690602927,70.8372968488,188.224817341,116.8815398004
2919306,Lençóis,3,Chapada Diamantina,11636,3,0,8,0,11,3,8,11,0,94.5342041939,25.7820556892,68.7521485046,94.5342041939,0
2919405,Licínio de Almeida,20,Sudoeste Baiano,12969,3,0,10,0,13,3,10,13,0,100.2390315367,23.1320842008,77.106947336,100.2390315367,0
2919504,Livramento de Nossa Senhora,13,Sertão Produtivo,46739,22,7,27,5,61,29,32,49,12,130.5119921265,62.0466847814,68.465307345,104.8375018721,25.6744902544
2919553,Luís Eduardo Magalhães,11,Bacia do Rio Grande,83557,42,13,40,1,96,55,41,82,14,114.8916308628,65.8233301818,49.068300681,98.1366013619,16.7550295008
2919603,Macajuba,14,Piemonte do Paraguaçu,11879,4,0,6,0,10,4,6,10,0,84.1821702163,33.6728680865,50.5093021298,84.1821702163,0
2919702,Macarani,8,Médio Sudoeste da Bahia,19110,3,0,15,0,18,3,15,18,0,94.191522763,15.6985871272,78.4929356358,94.191522763,0
2919801,Macaúbas,12,Bacia do Paramirim,50987,25,2,33,0,60,27,33,58,2,117.6770549356,52.954674721,64.7223802146,113.7544864377,3.9225684979
2919900,Macururé,24,Itaparica,8266,5,0,5,0,10,5,5,10,0,120.9774981853,60.4887490927,60.4887490927,120.9774981853,0
2919926,Madre de Deus,26,Metropolitano de Salvador,21007,46,0,29,1,76,46,30,75,1,361.7841671824,218.9746275051,142.8095396773,357.0238491931,4.7603179892
2919959,Maetinga,20,Sudoeste Baiano,4456,8,1,10,0,19,9,10,18,1,426.3913824057,201.9748653501,224.4165170557,403.9497307002,22.4416517056
2920007,Maiquinique,8,Médio Sudoeste da Bahia,10274,4,0,7,0,11,4,7,11,0,107.0663811563,38.9332295114,68.1331516449,107.0663811563,0
2920106,Mairi,15,Bacia do Jacuípe,19695,9,1,23,0,33,10,23,32,1,167.5552170602,50.7743082001,116.7809088601,162.4777862402,5.07743082
2920205,Malhada,2,Velho Chico,17526,5,0,7,0,12,5,7,12,0,68.4697021568,28.5290425653,39.9406595915,68.4697021568,0
2920304,Malhada de Pedras,13,Sertão Produtivo,8856,1,0,4,0,5,1,4,5,0,56.4588979223,11.2917795845,45.1671183379,56.4588979223,0
2920403,Manoel Vitorino,22,Médio Rio de Contas,14251,2,0,16,0,18,2,16,18,0,126.3069258298,14.03410287,112.2728229598,126.3069258298,0
2920452,Mansidão,11,Bacia do Rio Grande,13959,4,0,1,0,5,4,1,5,0,35.8191847554,28.6553478043,7.1638369511,35.8191847554,0
2920502,Maracás,9,Vale do Jiquiriçá,23018,8,0,13,0,21,8,13,21,0,91.2329481276,34.7554088105,56.4775393171,91.2329481276,0
2920601,Maragogipe,21,Recôncavo,46260,14,1,21,0,36,15,21,35,1,77.8210116732,32.4254215305,45.3955901427,75.6593169045,2.1616947687
2920700,Maraú,5,Litoral Sul,21313,9,0,12,0,21,9,12,21,0,98.5314127528,42.2277483226,56.3036644302,98.5314127528,0
2920809,Marcionílio Souza,3,Chapada Diamantina,10931,1,0,7,0,8,1,7,8,0,73.1863507456,9.1482938432,64.0380569024,73.1863507456,0
2920908,Mascote,5,Litoral Sul,14728,5,0,7,0,12,5,7,12,0,81.4774579033,33.948940793,47.5285171103,81.4774579033,0
2921005,Mata de São João,26,Metropolitano de Salvador,46998,40,6,29,1,76,46,30,69,7,161.709008894,97.8765053832,63.8325035108,146.8147580748,14.8942508192
2921054,Matina,2,Velho Chico,12488,3,0,6,0,9,3,6,9,0,72.069186419,24.0230621397,48.0461242793,72.069186419,0
2921104,Medeiros Neto,7,Extremo Sul,23586,16,0,21,0,37,16,21,37,0,156.8727211057,67.8368523701,89.0358687357,156.8727211057,0
2921203,Miguel Calmon,16,Piemonte da Diamantina,27520,11,0,19,0,30,11,19,30,0,109.011627907,39.9709302326,69.0406976744,109.011627907,0
2921302,Milagres,9,Vale do Jiquiriçá,11585,4,0,6,0,10,4,6,10,0,86.3185153215,34.5274061286,51.7911091929,86.3185153215,0
2921401,Mirangaba,16,Piemonte da Diamantina,18729,4,0,8,0,12,4,8,12,0,64.0717603716,21.3572534572,42.7145069144,64.0717603716,0
2921450,Mirante,20,Sudoeste Baiano,9578,4,0,6,0,10,4,6,10,0,104.4059302568,41.7623721027,62.6435581541,104.4059302568,0
2921500,Monte Santo,4,Sisal,51953,13,0,17,0,30,13,17,30,0,57.7444998364,25.0226165958,32.7218832406,57.7444998364,0
2921609,Morpará,2,Velho Chico,8950,4,0,8,0,12,4,8,12,0,134.0782122905,44.6927374302,89.3854748603,134.0782122905,0
2921708,Morro do Chapéu,3,Chapada Diamantina,36856,18,0,34,0,52,18,34,52,0,141.0896461906,48.8387236814,92.2509225092,141.0896461906,0
2921807,Mortugaba,20,Sudoeste Baiano,12529,7,0,12,0,19,7,12,19,0,151.6481762311,55.8703807167,95.7777955144,151.6481762311,0
2921906,Mucugê,3,Chapada Diamantina,9957,2,0,12,0,14,2,12,14,0,140.6045997791,20.086371397,120.518228382,140.6045997791,0
2922003,Mucuri,7,Extremo Sul,42072,27,9,17,0,53,36,17,44,9,125.9745198707,85.5675984027,40.406921468,104.58262027,21.3918996007
2922052,Mulungu do Morro,1,Irecê,11988,3,0,9,0,12,3,9,12,0,100.1001001001,25.025025025,75.0750750751,100.1001001001,0
2922102,Mundo Novo,14,Piemonte do Paraguaçu,27364,9,0,9,0,18,9,9,18,0,65.7798567461,32.889928373,32.889928373,65.7798567461,0
2922201,Muniz Ferreira,21,Recôncavo,7678,7,0,5,0,12,7,5,12,0,156.2907007033,91.1695754103,65.121125293,156.2907007033,0
2922250,Muquém do São Francisco,2,Velho Chico,11644,1,0,8,0,9,1,8,9,0,77.2930264514,8.5881140502,68.7049124012,77.2930264514,0
2922300,Muritiba,21,Recôncavo,30631,15,4,20,0,39,19,20,35,4,127.3219940583,62.028663772,65.2933302863,114.263328001,13.0586660573
2922409,Mutuípe,9,Vale do Jiquiriçá,22998,13,2,14,0,29,15,14,27,2,126.0979215584,65.223062875,60.8748586834,117.4015131751,8.6964083833
2922508,Nazaré,21,Recôncavo,29546,19,3,21,0,43,22,21,40,3,145.5357747242,74.4601638124,71.0756109118,135.3821160225,10.1536587017
2922607,Nilo Peçanha,6,Baixo Sul,14368,4,0,10,0,14,4,10,14,0,97.438752784,27.8396436526,69.5991091314,97.438752784,0
2922656,Nordestina,4,Sisal,13597,5,0,11,0,16,5,11,16,0,117.6730161065,36.7728175333,80.9001985732,117.6730161065,0
2922706,Nova Canaã,8,Médio Sudoeste da Bahia,17141,7,0,11,0,18,7,11,18,0,105.0113762324,40.8377574237,64.1736188087,105.0113762324,0
2922730,Nova Fátima,15,Bacia do Jacuípe,8119,3,1,8,0,12,4,8,11,1,147.801453381,49.267151127,98.534302254,135.4846655992,12.3167877817
2922755,Nova Ibiá,22,Médio Rio de Contas,6986,2,0,6,0,8,2,6,8,0,114.5147437733,28.6286859433,85.8860578299,114.5147437733,0
2922805,Nova Itarana,9,Vale do Jiquiriçá,8428,4,0,5,0,9,4,5,9,0,106.7869008068,47.460844803,59.3260560038,106.7869008068,0
2922854,Nova Redenção,3,Chapada Diamantina,9500,2,0,5,0,7,2,5,7,0,73.6842105263,21.0526315789,52.6315789474,73.6842105263,0
2922904,Nova Soure,17,Semiárido Nordeste II,25460,10,0,12,0,22,10,12,22,0,86.4100549882,39.2772977219,47.1327572663,86.4100549882,0
2923001,Nova Viçosa,7,Extremo Sul,44052,28,1,21,0,50,29,21,49,1,113.5022246436,65.8312902933,47.6709343503,111.2321801507,2.2700444929
2923035,Novo Horizonte,3,Chapada Diamantina,12514,2,0,6,0,8,2,6,8,0,63.9284001918,15.9821000479,47.9463001438,63.9284001918,0
2923050,Novo Triunfo,17,Semiárido Nordeste II,16037,5,0,5,0,10,5,5,10,0,62.3558022074,31.1779011037,31.1779011037,62.3558022074,0
2923100,Olindina,18,Litoral Norte e Agreste Baiano,29227,9,1,14,0,24,10,14,23,1,82.1158517809,34.214938242,47.9009135389,78.6943579567,3.4214938242
2923209,Oliveira dos Brejinhos,2,Velho Chico,22805,6,0,11,0,17,6,11,17,0,74.5450559088,26.3100197325,48.2350361763,74.5450559088,0
2923308,Ouriçangas,18,Litoral Norte e Agreste Baiano,8916,2,0,5,0,7,2,5,7,0,78.5105428443,22.4315836698,56.0789591745,78.5105428443,0
2923357,Ourolândia,16,Piemonte da Diamantina,18025,11,0,12,0,23,11,12,23,0,127.600554785,61.0263522885,66.5742024965,127.600554785,0
2923407,Palmas de Monte Alto,13,Sertão Produtivo,22553,8,0,14,0,22,8,14,22,0,97.547998049,35.4719992906,62.0759987585,97.547998049,0
2923506,Palmeiras,3,Chapada Diamantina,9250,6,0,9,0,15,6,9,15,0,162.1621621622,64.8648648649,97.2972972973,162.1621621622,0
2923605,Paramirim,12,Bacia do Paramirim,22286,20,4,28,3,55,24,31,48,7,246.7917077986,107.6909270394,139.1007807592,215.3818540788,31.4098537198
2923704,Paratinga,2,Velho Chico,32967,8,0,11,0,19,8,11,19,0,57.6333909667,24.2666909334,33.3667000334,57.6333909667,0
2923803,Paripiranga,17,Semiárido Nordeste II,30075,13,1,12,0,26,14,12,25,1,86.4505403159,46.5502909393,39.9002493766,83.1255195345,3.3250207814
2923902,Pau-Brasil,5,Litoral Sul,10673,7,0,12,0,19,7,12,19,0,178.01930104,65.5860582779,112.4332427621,178.01930104,0
2924009,Paulo Afonso,24,Itaparica,120706,92,42,89,1,224,134,90,181,43,185.5748678608,111.0135370238,74.5613308369,149.9511209053,35.6237469554
2924058,Pé de Serra,15,Bacia do Jacuípe,14226,8,0,11,0,19,8,11,19,0,133.5582735836,56.2350625615,77.3232110221,133.5582735836,0
2924108,Pedrão,18,Litoral Norte e Agreste Baiano,7527,3,0,6,0,9,3,6,9,0,119.5695496214,39.8565165405,79.7130330809,119.5695496214,0
2924207,Pedro Alexandre,17,Semiárido Nordeste II,18209,6,0,9,0,15,6,9,15,0,82.3768466143,32.9507386457,49.4261079686,82.3768466143,0
2924306,Piatã,3,Chapada Diamantina,18267,5,0,11,0,16,5,11,16,0,87.5896425248,27.371763289,60.2178792358,87.5896425248,0
2924405,Pilão Arcado,10,Sertão do São Francisco,35740,6,0,11,0,17,6,11,17,0,47.5657526581,16.7879127029,30.7778399552,47.5657526581,0
2924504,Pindaí,13,Sertão Produtivo,16889,3,0,9,0,12,3,9,12,0,71.0521641305,17.7630410326,53.2891230979,71.0521641305,0
2924603,Pindobaçu,25,Piemonte Norte do Itapicuru,21171,11,0,4,0,15,11,4,15,0,70.8516366728,51.9578668934,18.8937697794,70.8516366728,0
2924652,Pintadas,15,Bacia do Jacuípe,11012,4,1,7,0,12,5,7,11,1,108.9720305122,45.4050127134,63.5670177988,99.8910279695,9.0810025427
2924678,Piraí do Norte,6,Baixo Sul,10411,2,0,7,0,9,2,7,9,0,86.4470271828,19.2104504851,67.2365766977,86.4470271828,0
2924702,Piripá,20,Sudoeste Baiano,11849,6,0,13,0,19,6,13,19,0,160.3510844797,50.6371845725,109.7138999072,160.3510844797,0
2924801,Piritiba,14,Piemonte do Paraguaçu,25211,7,0,6,0,13,7,6,13,0,51.5647931458,27.7656578478,23.7991352981,51.5647931458,0
2924900,Planaltino,9,Vale do Jiquiriçá,9582,2,0,7,0,9,2,7,9,0,93.926111459,20.8724692131,73.0536422459,93.926111459,0
2925006,Planalto,20,Sudoeste Baiano,26915,12,0,23,0,35,12,23,35,0,130.0390117035,44.5848040126,85.4542076909,130.0390117035,0
2925105,Poções,20,Sudoeste Baiano,48861,18,5,34,0,57,23,34,52,5,116.6574568674,47.072307157,69.5851497104,106.4243466159,10.2331102515
2925204,Pojuca,26,Metropolitano de Salvador,39718,25,5,32,1,63,30,33,57,6,158.618258724,75.5325041543,83.0857545697,143.5117578931,15.1065008309
2925253,Ponto Novo,25,Piemonte Norte do Itapicuru,15830,3,0,9,0,12,3,9,12,0,75.8054327227,18.9513581807,56.854074542,75.8054327227,0
2925303,Porto Seguro,27,Costa do Descobrimento,149324,90,21,146,0,257,111,146,236,21,172.1089710964,74.3350030805,97.7739680159,158.0455921352,14.0633789612
2925402,Potiraguá,8,Médio Sudoeste da Bahia,8438,2,0,6,0,8,2,6,8,0,94.8091964921,23.702299123,71.106897369,94.8091964921,0
2925501,Prado,7,Extremo Sul,29326,6,1,25,0,32,7,25,31,1,109.1181886381,23.8696037646,85.2485848735,105.7082452431,3.4099433949
2925600,Presidente Dutra,1,Irecê,15734,3,0,9,0,12,3,9,12,0,76.2679547477,19.0669886869,57.2009660608,76.2679547477,0
2925709,Presidente Jânio Quadros,20,Sudoeste Baiano,13334,4,1,12,0,17,5,12,16,1,127.4936253187,37.4981250937,89.995500225,119.9940003,7.4996250187
2925758,Presidente Tancredo Neves,6,Baixo Sul,28082,7,4,15,0,26,11,15,22,4,92.5859981483,39.1709992166,53.4149989317,78.3419984332,14.2439997151
2925808,Queimadas,4,Sisal,26552,6,1,12,0,19,7,12,18,1,71.5576981018,26.3633624586,45.1943356433,67.7915034649,3.7661946369
2925907,Quijingue,4,Sisal,28632,6,0,17,0,23,6,17,23,0,80.3297010338,20.9555741827,59.3741268511,80.3297010338,0
2925931,Quixabeira,15,Bacia do Jacuípe,9411,5,0,7,0,12,5,7,12,0,127.5103602168,53.129316757,74.3810434598,127.5103602168,0
2925956,Rafael Jambeiro,14,Piemonte do Paraguaçu,23562,7,0,20,0,27,7,20,27,0,114.5912910619,29.7088532383,84.8824378236,114.5912910619,0
2926004,Remanso,10,Sertão do São Francisco,42672,26,0,23,0,49,26,23,49,0,114.8293963255,60.9298837645,53.8995125609,114.8293963255,0
2926103,Retirolândia,4,Sisal,14730,8,0,6,0,14,8,6,14,0,95.0441276307,54.3109300747,40.733197556,95.0441276307,0
2926202,Riachão das Neves,11,Bacia do Rio Grande,23313,7,0,18,0,25,7,18,25,0,107.2363059237,30.0261656586,77.2101402651,107.2363059237,0
2926301,Riachão do Jacuípe,15,Bacia do Jacuípe,34784,17,1,26,0,44,18,26,43,1,126.4949402024,51.7479300828,74.7470101196,123.6200551978,2.8748850046
2926400,Riacho de Santana,2,Velho Chico,36439,12,0,21,0,33,12,21,33,0,90.5623096133,32.9317489503,57.630560663,90.5623096133,0
2926509,Ribeira do Amparo,17,Semiárido Nordeste II,15443,6,0,15,0,21,6,15,21,0,135.9839409441,38.8525545555,97.1313863887,135.9839409441,0
2926608,Ribeira do Pombal,17,Semiárido Nordeste II,54965,23,6,41,2,72,29,43,64,8,130.9924497407,52.7608478122,78.2316019285,116.4377331029,14.5547166379
2926657,Ribeirão do Largo,20,Sudoeste Baiano,7437,4,0,7,0,11,4,7,11,0,147.909103133,53.785128412,94.123974721,147.909103133,0
2926707,Rio de Contas,3,Chapada Diamantina,13712,2,0,6,0,8,2,6,8,0,58.3430571762,14.585764294,43.7572928821,58.3430571762,0
2926806,Rio do Antônio,13,Sertão Produtivo,15804,5,0,7,0,12,5,7,12,0,75.9301442673,31.6375601114,44.2925841559,75.9301442673,0
2926905,Rio do Pires,12,Bacia do Paramirim,12130,3,0,7,0,10,3,7,10,0,82.4402308326,24.7320692498,57.7081615829,82.4402308326,0
2927002,Rio Real,18,Litoral Norte e Agreste Baiano,41767,18,0,18,0,36,18,18,36,0,86.1924485838,43.0962242919,43.0962242919,86.1924485838,0
2927101,Rodelas,24,Itaparica,9405,4,0,5,0,9,4,5,9,0,95.6937799043,42.5305688464,53.1632110579,95.6937799043,0
2927200,Ruy Barbosa,14,Piemonte do Paraguaçu,32009,13,1,18,0,32,14,18,31,1,99.9718829079,43.7376987722,56.2341841357,96.8477615671,3.1241213409
2927309,Salinas da Margarida,21,Recôncavo,15772,6,0,13,0,19,6,13,19,0,120.4666497591,38.0420999239,82.4245498352,120.4666497591,0
2927408,Salvador,26,Metropolitano de Salvador,2953986,5802,1365,3974,459,11600,7167,4433,9776,1824,392.6897419284,242.6213258966,150.0684160318,330.9426652665,61.7470766618
2927507,Santa Bárbara,19,Portal do Sertão,21415,6,1,12,0,19,7,12,18,1,88.7228578099,32.6873686668,56.0354891431,84.0532337147,4.6696240953
2927606,Santa Brígida,17,Semiárido Nordeste II,14976,4,0,8,0,12,4,8,12,0,80.1282051282,26.7094017094,53.4188034188,80.1282051282,0
2927705,Santa Cruz Cabrália,27,Costa do Descobrimento,28552,14,0,17,0,31,14,17,31,0,108.5738302045,49.033342673,59.5404875315,108.5738302045,0
2927804,Santa Cruz da Vitória,8,Médio Sudoeste da Bahia,6698,1,0,7,0,8,1,7,8,0,119.4386383995,14.9298297999,104.5088085996,119.4386383995,0
2927903,Santa Inês,9,Vale do Jiquiriçá,11161,3,0,10,0,13,3,10,13,0,116.4770181883,26.8793118896,89.5977062987,116.4770181883,0
2928000,Santaluz,4,Sisal,38422,26,0,26,0,52,26,26,52,0,135.3391286242,67.6695643121,67.6695643121,135.3391286242,0
2928059,Santa Luzia,5,Litoral Sul,13398,2,0,8,0,10,2,8,10,0,74.6380056725,14.9276011345,59.710404538,74.6380056725,0
2928109,Santa Maria da Vitória,23,Bacia do Rio Corrente,41769,21,2,30,0,53,23,30,51,2,126.8883621825,55.0647609471,71.8236012354,122.1001221001,4.7882400824
2928208,Santana,23,Bacia do Rio Corrente,27492,8,0,11,0,19,8,11,19,0,69.1110141132,29.0993743635,40.0116397497,69.1110141132,0
2928307,Santanópolis,19,Portal do Sertão,9263,3,0,4,0,7,3,4,7,0,75.5694699341,32.3869156861,43.1825542481,75.5694699341,0
2928406,Santa Rita de Cássia,11,Bacia do Rio Grande,29146,11,0,25,0,36,11,25,36,0,123.5160914019,37.7410279284,85.7750634735,123.5160914019,0
2928505,Santa Terezinha,14,Piemonte do Paraguaçu,10682,4,0,9,0,13,4,9,13,0,121.7000561693,37.446171129,84.2538850403,121.7000561693,0
2928604,Santo Amaro,21,Recôncavo,61961,28,6,39,0,73,34,39,67,6,117.8160455771,54.8732267071,62.9428188699,108.1325349817,9.6835105954
2928703,Santo Antônio de Jesus,21,Recôncavo,103342,90,27,84,22,223,117,106,174,49,215.7883532349,113.2163108901,102.5720423448,168.3729751698,47.4153780651
2928802,Santo Estevão,19,Portal do Sertão,53898,20,3,27,0,50,23,27,47,3,92.7678206984,42.6731975212,50.0946231771,87.2017514565,5.5660692419
2928901,São Desidério,11,Bacia do Rio Grande,33661,8,0,25,1,34,8,26,33,1,101.007100205,23.7663765188,77.2407236862,98.0363031401,2.9707970649
2928950,São Domingos,4,Sisal,9404,4,0,7,0,11,4,7,11,0,116.9715014887,42.5350914504,74.4364100383,116.9715014887,0
2929008,São Félix,21,Recôncavo,15310,21,0,21,0,42,21,21,42,0,274.3305029393,137.1652514696,137.1652514696,274.3305029393,0
2929057,São Félix do Coribe,23,Bacia do Rio Corrente,15825,9,0,13,0,22,9,13,22,0,139.0205371248,56.8720379147,82.1484992101,139.0205371248,0
2929107,São Felipe,21,Recôncavo,21964,9,1,16,0,26,10,16,25,1,118.375523584,45.5290475323,72.8464760517,113.8226188308,4.5529047532
2929206,São Francisco do Conde,26,Metropolitano de Salvador,40220,25,3,50,0,78,28,50,75,3,193.9333664843,69.6171059175,124.3162605669,186.4743908503,7.458975634
2929255,São Gabriel,1,Irecê,19613,4,0,7,0,11,4,7,11,0,56.0852495794,20.3946362107,35.6906133687,56.0852495794,0
2929305,São Gonçalo dos Campos,19,Portal do Sertão,38018,7,1,21,0,29,8,21,28,1,76.2796570046,21.0426640013,55.2369930033,73.6493240044,2.6303330002
2929354,São José da Vitória,5,Litoral Sul,6045,1,0,5,0,6,1,5,6,0,99.2555831266,16.5425971878,82.7129859388,99.2555831266,0
2929370,São José do Jacuípe,15,Bacia do Jacuípe,10784,2,0,6,0,8,2,6,8,0,74.1839762611,18.5459940653,55.6379821958,74.1839762611,0
