country,year,pop,continent,lifeExp,gdpPercap
Jaguaquara,2010,12,Vale do Jiquiriçá,9,2917607
Jaguarari,2010,5,Piemonte Norte do Itapicuru,25,2917706
Jaguaripe,2010,5,Baixo Sul,6,2917805
Jandaíra,2010,3,Litoral Norte e Agreste Baiano,18,2917904
Jequié,2010,27,Médio Rio de Contas,22,2918001
Jeremoabo,2010,9,Semiárido Nordeste II,17,2918100
Jiquiriçá,2010,2,Vale do Jiquiriçá,9,2918209
Jitaúna,2010,5,Médio Rio de Contas,22,2918308
João Dourado,2010,3,Irecê,1,2918357
Juazeiro,2010,52,Sertão do São Francisco,10,2918407
Jucuruçu,2010,4,Extremo Sul,7,2918456
Jussara,2010,2,Irecê,1,2918506
Jussari,2010,3,Litoral Sul,5,2918555
Jussiape,2010,4,Chapada Diamantina,3,2918605
Lafayette Coutinho,2010,2,Vale do Jiquiriçá,9,2918704
Lagoa Real,2010,5,Sertão Produtivo,13,2918753
Laje,2010,7,Vale do Jiquiriçá,9,2918803
Lajedão,2010,1,Extremo Sul,7,2918902
Lajedinho,2010,1,Piemonte do Paraguaçu,14,2919009
Lajedo do Tabocal,2010,2,Vale do Jiquiriçá,9,2919058
Lamarão,2010,4,Sisal,4,2919108
Lapão,2010,4,Irecê,1,2919157
Lauro de Freitas,2010,13,Metropolitano de Salvador,26,2919207
Lençóis,2010,3,Chapada Diamantina,3,2919306
Licínio de Almeida,2010,5,Sudoeste Baiano,20,2919405
Livramento de Nossa Senhora,2010,8,Sertão Produtivo,13,2919504
Luís Eduardo Magalhães,2010,5,Bacia do Rio Grande,11,2919553
Macajuba,2010,3,Piemonte do Paraguaçu,14,2919603
Macarani,2010,4,Médio Sudoeste da Bahia,8,2919702
Macaúbas,2010,8,Bacia do Paramirim,12,2919801
Macururé,2010,4,Itaparica,24,2919900
Madre de Deus,2010,5,Metropolitano de Salvador,26,2919926
Maetinga,2010,4,Sudoeste Baiano,20,2919959
Maiquinique,2010,1,Médio Sudoeste da Bahia,8,2920007
Mairi,2010,7,Bacia do Jacuípe,15,2920106
Malhada,2010,4,Velho Chico,2,2920205
Malhada de Pedras,2010,2,Sertão Produtivo,13,2920304
Manoel Vitorino,2010,5,Médio Rio de Contas,22,2920403
Mansidão,2010,1,Bacia do Rio Grande,11,2920452
Maracás,2010,6,Vale do Jiquiriçá,9,2920502
Maragogipe,2010,8,Recôncavo,21,2920601
Maraú,2010,8,Litoral Sul,5,2920700
Marcionílio Souza,2010,5,Chapada Diamantina,3,2920809
Mascote,2010,6,Litoral Sul,5,2920908
Mata de São João,2010,12,Metropolitano de Salvador,26,2921005
Matina,2010,4,Velho Chico,2,2921054
Medeiros Neto,2010,9,Extremo Sul,7,2921104
Miguel Calmon,2010,4,Piemonte da Diamantina,16,2921203
Milagres,2010,4,Vale do Jiquiriçá,9,2921302
Mirangaba,2010,5,Piemonte da Diamantina,16,2921401
Mirante,2010,4,Sudoeste Baiano,20,2921450
Monte Santo,2010,16,Sisal,4,2921500
Morpará,2010,1,Velho Chico,2,2921609
Morro do Chapéu,2010,9,Chapada Diamantina,3,2921708
Mortugaba,2010,4,Sudoeste Baiano,20,2921807
Mucugê,2010,6,Chapada Diamantina,3,2921906
Mucuri,2010,11,Extremo Sul,7,2922003
Mulungu do Morro,2010,2,Irecê,1,2922052
Mundo Novo,2010,6,Piemonte do Paraguaçu,14,2922102
Muniz Ferreira,2010,3,Recôncavo,21,2922201
Muquém do São Francisco,2010,3,Velho Chico,2,2922250
Muritiba,2010,8,Recôncavo,21,2922300
Mutuípe,2010,3,Vale do Jiquiriçá,9,2922409
Nazaré,2010,9,Recôncavo,21,2922508
Nilo Peçanha,2010,5,Baixo Sul,6,2922607
Nordestina,2010,5,Sisal,4,2922656
Nova Canaã,2010,5,Médio Sudoeste da Bahia,8,2922706
Nova Fátima,2010,3,Bacia do Jacuípe,15,2922730
Nova Ibiá,2010,3,Médio Rio de Contas,22,2922755
Nova Itarana,2010,3,Vale do Jiquiriçá,9,2922805
Nova Redenção,2010,2,Chapada Diamantina,3,2922854
Nova Soure,2010,4,Semiárido Nordeste II,17,2922904
Nova Viçosa,2010,11,Extremo Sul,7,2923001
Novo Horizonte,2010,4,Chapada Diamantina,3,2923035
Novo Triunfo,2010,4,Semiárido Nordeste II,17,2923050
Olindina,2010,6,Litoral Norte e Agreste Baiano,18,2923100
Oliveira dos Brejinhos,2010,5,Velho Chico,2,2923209
Ouriçangas,2010,3,Litoral Norte e Agreste Baiano,18,2923308
Ourolândia,2010,5,Piemonte da Diamantina,16,2923357
Palmas de Monte Alto,2010,3,Sertão Produtivo,13,2923407
Palmeiras,2010,2,Chapada Diamantina,3,2923506
Paramirim,2010,9,Bacia do Paramirim,12,2923605
Paratinga,2010,5,Velho Chico,2,2923704
Paripiranga,2010,0,Semiárido Nordeste II,17,2923803
Pau-Brasil,2010,4,Litoral Sul,5,2923902
Paulo Afonso,2010,23,Itaparica,24,2924009
Pé de Serra,2010,4,Bacia do Jacuípe,15,2924058
Pedrão,2010,3,Litoral Norte e Agreste Baiano,18,2924108
Pedro Alexandre,2010,3,Semiárido Nordeste II,17,2924207
Piatã,2010,6,Chapada Diamantina,3,2924306
Pilão Arcado,2010,0,Sertão do São Francisco,10,2924405
Pindaí,2010,5,Sertão Produtivo,13,2924504
Pindobaçu,2010,5,Piemonte Norte do Itapicuru,25,2924603
Pintadas,2010,4,Bacia do Jacuípe,15,2924652
Piraí do Norte,2010,3,Baixo Sul,6,2924678
Piripá,2010,6,Sudoeste Baiano,20,2924702
Piritiba,2010,6,Piemonte do Paraguaçu,14,2924801
Planaltino,2010,4,Vale do Jiquiriçá,9,2924900
Planalto,2010,6,Sudoeste Baiano,20,2925006
Poções,2010,9,Sudoeste Baiano,20,2925105
Pojuca,2010,12,Metropolitano de Salvador,26,2925204
Ponto Novo,2010,6,Piemonte Norte do Itapicuru,25,2925253
Porto Seguro,2010,33,Costa do Descobrimento,27,2925303
Potiraguá,2010,4,Médio Sudoeste da Bahia,8,2925402
Prado,2010,11,Extremo Sul,7,2925501
Presidente Dutra,2010,4,Irecê,1,2925600
Presidente Jânio Quadros,2010,4,Sudoeste Baiano,20,2925709
Presidente Tancredo Neves,2010,6,Baixo Sul,6,2925758
Queimadas,2010,5,Sisal,4,2925808
Quijingue,2010,7,Sisal,4,2925907
Quixabeira,2010,3,Bacia do Jacuípe,15,2925931
Rafael Jambeiro,2010,8,Piemonte do Paraguaçu,14,2925956
Remanso,2010,9,Sertão do São Francisco,10,2926004
Retirolândia,2010,4,Sisal,4,2926103
Riachão das Neves,2010,3,Bacia do Rio Grande,11,2926202
Riachão do Jacuípe,2010,8,Bacia do Jacuípe,15,2926301
Riacho de Santana,2010,7,Velho Chico,2,2926400
Ribeira do Amparo,2010,6,Semiárido Nordeste II,17,2926509
Ribeira do Pombal,2010,6,Semiárido Nordeste II,17,2926608
Ribeirão do Largo,2010,4,Sudoeste Baiano,20,2926657
Rio de Contas,2010,5,Chapada Diamantina,3,2926707
Rio do Antônio,2010,5,Sertão Produtivo,13,2926806
Rio do Pires,2010,5,Bacia do Paramirim,12,2926905
Rio Real,2010,10,Litoral Norte e Agreste Baiano,18,2927002
Rodelas,2010,3,Itaparica,24,2927101
Ruy Barbosa,2010,7,Piemonte do Paraguaçu,14,2927200
Salinas da Margarida,2010,5,Recôncavo,21,2927309
Salvador,2010,155,Metropolitano de Salvador,26,2927408
Santa Bárbara,2010,6,Portal do Sertão,19,2927507
Santa Brígida,2010,5,Semiárido Nordeste II,17,2927606
Santa Cruz Cabrália,2010,9,Costa do Descobrimento,27,2927705
Santa Cruz da Vitória,2010,2,Médio Sudoeste da Bahia,8,2927804
Santa Inês,2010,4,Vale do Jiquiriçá,9,2927903
Santa Luzia,2010,6,Litoral Sul,5,2928059
Santa Maria da Vitória,2010,8,Bacia do Rio Corrente,23,2928109
Santa Rita de Cássia,2010,6,Bacia do Rio Grande,11,2928406
Santa Terezinha,2010,4,Piemonte do Paraguaçu,14,2928505
Santaluz,2010,5,Sisal,4,2928000
Santana,2010,5,Bacia do Rio Corrente,23,2928208
Santanópolis,2010,2,Portal do Sertão,19,2928307
Santo Amaro,2010,9,Recôncavo,21,2928604
Santo Antônio de Jesus,2010,21,Recôncavo,21,2928703
Santo Estevão,2010,10,Portal do Sertão,19,2928802
São Desidério,2010,4,Bacia do Rio Grande,11,2928901
São Domingos,2010,3,Sisal,4,2928950
São Felipe,2010,5,Recôncavo,21,2929107
São Félix,2010,6,Recôncavo,21,2929008
São Félix do Coribe,2010,5,Bacia do Rio Corrente,23,2929057
São Francisco do Conde,2010,12,Metropolitano de Salvador,26,2929206
São Gabriel,2010,6,Irecê,1,2929255
São Gonçalo dos Campos,2010,11,Portal do Sertão,19,2929305
São José da Vitória,2010,2,Litoral Sul,5,2929354
São José do Jacuípe,2010,3,Bacia do Jacuípe,15,2929370
São Miguel das Matas,2010,4,Vale do Jiquiriçá,9,2929404
São Sebastião do Passé,2010,13,Metropolitano de Salvador,26,2929503
Sapeaçu,2010,7,Recôncavo,21,2929602
Sátiro Dias,2010,6,Litoral Norte e Agreste Baiano,18,2929701
Saubara,2010,2,Recôncavo,21,2929750
Saúde,2010,4,Piemonte da Diamantina,16,2929800
Seabra,2010,4,Chapada Diamantina,3,2929909
Sebastião Laranjeiras,2010,3,Sertão Produtivo,13,2930006
Senhor do Bonfim,2010,11,Piemonte Norte do Itapicuru,25,2930105
Sento Sé,2010,1,Sertão do São Francisco,10,2930204
Serra do Ramalho,2010,12,Velho Chico,2,2930154
Serra Dourada,2010,6,Bacia do Rio Corrente,23,2930303
Serra Preta,2010,7,Bacia do Jacuípe,15,2930402
Serrinha,2010,10,Sisal,4,2930501
Serrolândia,2010,3,Piemonte da Diamantina,16,2930600
Simões Filho,2010,11,Metropolitano de Salvador,26,2930709
Sítio do Mato,2010,5,Velho Chico,2,2930758
Sítio do Quinto,2010,4,Semiárido Nordeste II,17,2930766
Sobradinho,2010,7,Sertão do São Francisco,10,2930774
Souto Soares,2010,4,Chapada Diamantina,3,2930808
Tabocas do Brejo Velho,2010,5,Bacia do Rio Corrente,23,2930907
Tanhaçu,2010,8,Sertão Produtivo,13,2931004
Tanque Novo,2010,6,Sertão Produtivo,13,2931053
Tanquinho,2010,2,Portal do Sertão,19,2931103
Taperoá,2010,4,Baixo Sul,6,2931202
Tapiramutá,2010,5,Piemonte do Paraguaçu,14,2931301
Teixeira de Freitas,2010,34,Extremo Sul,7,2931350
Teodoro Sampaio,2010,4,Portal do Sertão,19,2931400
Teofilândia,2010,5,Sisal,4,2931509
Teolândia,2010,5,Baixo Sul,6,2931608
Terra Nova,2010,4,Portal do Sertão,19,2931707
Tremedal,2010,5,Sudoeste Baiano,20,2931806
Tucano,2010,9,Sisal,4,2931905
Uauá,2010,5,Sertão do São Francisco,10,2932002
Ubaíra,2010,4,Vale do Jiquiriçá,9,2932101
Ubaitaba,2010,5,Litoral Sul,5,2932200
Ubatã,2010,2,Médio Rio de Contas,22,2932309
Uibaí,2010,3,Irecê,1,2932408
Umburanas,2010,4,Piemonte da Diamantina,16,2932457
Una,2010,5,Litoral Sul,5,2932507
Urandi,2010,4,Sertão Produtivo,13,2932606
Uruçuca,2010,5,Litoral Sul,5,2932705
Utinga,2010,6,Chapada Diamantina,3,2932804
Valença,2010,13,Baixo Sul,6,2932903
Valente,2010,5,Sisal,4,2933000
Várzea da Roça,2010,4,Bacia do Jacuípe,15,2933059
Várzea do Poço,2010,2,Bacia do Jacuípe,15,2933109
Várzea Nova,2010,3,Piemonte da Diamantina,16,2933158
Varzedo,2010,3,Recôncavo,21,2933174
Vera Cruz,2010,10,Metropolitano de Salvador,26,2933208
Vereda,2010,3,Extremo Sul,7,2933257
Vitória da Conquista,2010,38,Sudoeste Baiano,20,2933307
Wagner,2010,3,Chapada Diamantina,3,2933406
Wanderley,2010,4,Bacia do Rio Grande,11,2933455
Wenceslau Guimarães,2010,10,Baixo Sul,6,2933505
Xique-Xique,2010,7,Irecê,1,2933604
Abaíra,2011,4,Chapada Diamantina,3,2900108
Abaré,2011,8,Itaparica,24,2900207
Acajutiba,2011,6,Litoral Norte e Agreste Baiano,18,2900306
Adustina,2011,1,Semiárido Nordeste II,17,2900355
Água Fria,2011,7,Portal do Sertão,19,2900405
Aiquara,2011,2,Médio Rio de Contas,22,2900603
Alagoinhas,2011,14,Litoral Norte e Agreste Baiano,18,2900702
Alcobaça,2011,9,Extremo Sul,7,2900801
Almadina,2011,2,Litoral Sul,5,2900900
Amargosa,2011,9,Vale do Jiquiriçá,9,2901007
Amélia Rodrigues,2011,6,Portal do Sertão,19,2901106
América Dourada,2011,6,Irecê,1,2901155
Anagé,2011,7,Sudoeste Baiano,20,2901205
Andaraí,2011,5,Chapada Diamantina,3,2901304
Andorinha,2011,1,Piemonte Norte do Itapicuru,25,2901353
Angical,2011,2,Bacia do Rio Grande,11,2901403
Anguera,2011,2,Portal do Sertão,19,2901502
Antas,2011,4,Semiárido Nordeste II,17,2901601
Antônio Cardoso,2011,4,Portal do Sertão,19,2901700
Antônio Gonçalves,2011,2,Piemonte Norte do Itapicuru,25,2901809
Aporá,2011,7,Litoral Norte e Agreste Baiano,18,2901908
Apuarema,2011,2,Médio Rio de Contas,22,2901957
Araçás,2011,3,Litoral Norte e Agreste Baiano,18,2902054
Aracatu,2011,5,Sudoeste Baiano,20,2902005
Araci,2011,9,Sisal,4,2902104
Aramari,2011,4,Litoral Norte e Agreste Baiano,18,2902203
Arataca,2011,4,Litoral Sul,5,2902252
Aratuípe,2011,4,Baixo Sul,6,2902302
Aurelino Leal,2011,4,Litoral Sul,5,2902401
Baianópolis,2011,4,Bacia do Rio Grande,11,2902500
Baixa Grande,2011,6,Bacia do Jacuípe,15,2902609
Banzaê,2011,6,Semiárido Nordeste II,17,2902658
Barra,2011,6,Velho Chico,2,2902708
Barra da Estiva,2011,7,Chapada Diamantina,3,2902807
Barra do Choça,2011,12,Sudoeste Baiano,20,2902906
Barra do Mendes,2011,5,Irecê,1,2903003
Barra do Rocha,2011,2,Médio Rio de Contas,22,2903102
Barreiras,2011,18,Bacia do Rio Grande,11,2903201
Barro Alto,2011,4,Irecê,1,2903235
Barro Preto,2011,3,Litoral Sul,5,2903300
Barrocas,2011,5,Sisal,4,2903276
Belmonte,2011,8,Costa do Descobrimento,27,2903409
Belo Campo,2011,6,Sudoeste Baiano,20,2903508
Biritinga,2011,6,Sisal,4,2903607
Boa Nova,2011,5,Médio Rio de Contas,22,2903706
Boa Vista do Tupim,2011,8,Piemonte do Paraguaçu,14,2903805
Bom Jesus da Lapa,2011,13,Velho Chico,2,2903904
Bom Jesus da Serra,2011,3,Sudoeste Baiano,20,2903953
Boninal,2011,4,Chapada Diamantina,3,2904001
Bonito,2011,6,Chapada Diamantina,3,2904050
Boquira,2011,5,Bacia do Paramirim,12,2904100
Botuporã,2011,4,Bacia do Paramirim,12,2904209
Brejões,2011,5,Vale do Jiquiriçá,9,2904308
Brejolândia,2011,4,Bacia do Rio Corrente,23,2904407
Brotas de Macaúbas,2011,3,Velho Chico,2,2904506
Brumado,2011,14,Sertão Produtivo,13,2904605
Buerarema,2011,5,Litoral Sul,5,2904704
Buritirama,2011,1,Bacia do Rio Grande,11,2904753
Caatiba,2011,3,Médio Sudoeste da Bahia,8,2904803
Cabaceiras do Paraguaçu,2011,6,Recôncavo,21,2904852
Cachoeira,2011,13,Recôncavo,21,2904902
Caculé,2011,7,Sertão Produtivo,13,2905008
Caém,2011,3,Piemonte da Diamantina,16,2905107
Caetanos,2011,4,Sudoeste Baiano,20,2905156
Caetité,2011,5,Sertão Produtivo,13,2905206
Cafarnaum,2011,4,Irecê,1,2905305
Cairu,2011,5,Baixo Sul,6,2905404
Caldeirão Grande,2011,3,Piemonte Norte do Itapicuru,25,2905503
Camacan,2011,11,Litoral Sul,5,2905602
Camaçari,2011,38,Metropolitano de Salvador,26,2905701
Camamu,2011,8,Baixo Sul,6,2905800
Campo Alegre de Lourdes,2011,6,Sertão do São Francisco,10,2905909
Campo Formoso,2011,9,Piemonte Norte do Itapicuru,25,2906006
Canápolis,2011,5,Bacia do Rio Corrente,23,2906105
Canarana,2011,6,Irecê,1,2906204
Canavieiras,2011,8,Litoral Sul,5,2906303
Candeal,2011,4,Sisal,4,2906402
Candeias,2011,13,Metropolitano de Salvador,26,2906501
Candiba,2011,2,Sertão Produtivo,13,2906600
Cândido Sales,2011,6,Sudoeste Baiano,20,2906709
Cansanção,2011,10,Sisal,4,2906808
Canudos,2011,3,Sertão do São Francisco,10,2906824
Capela do Alto Alegre,2011,5,Bacia do Jacuípe,15,2906857
Capim Grosso,2011,8,Bacia do Jacuípe,15,2906873
Caraíbas,2011,4,Sudoeste Baiano,20,2906899
Caravelas,2011,9,Extremo Sul,7,2906907
Cardeal da Silva,2011,3,Litoral Norte e Agreste Baiano,18,2907004
Carinhanha,2011,7,Velho Chico,2,2907103
Casa Nova,2011,10,Sertão do São Francisco,10,2907202
Castro Alves,2011,8,Recôncavo,21,2907301
Catolândia,2011,1,Bacia do Rio Grande,11,2907400
Catu,2011,15,Litoral Norte e Agreste Baiano,18,2907509
Caturama,2011,4,Bacia do Paramirim,12,2907558
Central,2011,3,Irecê,1,2907608
Chorrochó,2011,4,Itaparica,24,2907707
Cícero Dantas,2011,5,Semiárido Nordeste II,17,2907806
Cipó,2011,6,Semiárido Nordeste II,17,2907905
Coaraci,2011,5,Litoral Sul,5,2908002
Cocos,2011,4,Bacia do Rio Corrente,23,2908101
Conceição da Feira,2011,5,Portal do Sertão,19,2908200
Conceição do Almeida,2011,6,Recôncavo,21,2908309
Conceição do Coité,2011,14,Sisal,4,2908408
Conceição do Jacuípe,2011,7,Portal do Sertão,19,2908507
Conde,2011,8,Litoral Norte e Agreste Baiano,18,2908606
Condeúba,2011,6,Sudoeste Baiano,20,2908705
Contendas do Sincorá,2011,2,Sertão Produtivo,13,2908804
Coração de Maria,2011,5,Portal do Sertão,19,2908903
Cordeiros,2011,4,Sudoeste Baiano,20,2909000
Coribe,2011,5,Bacia do Rio Corrente,23,2909109
Coronel João Sá,2011,5,Semiárido Nordeste II,17,2909208
Correntina,2011,5,Bacia do Rio Corrente,23,2909307
Cotegipe,2011,3,Bacia do Rio Grande,11,2909406
Cravolândia,2011,2,Vale do Jiquiriçá,9,2909505
Crisópolis,2011,5,Litoral Norte e Agreste Baiano,18,2909604
Cristópolis,2011,4,Bacia do Rio Grande,11,2909703
Cruz das Almas,2011,9,Recôncavo,21,2909802
Curaçá,2011,6,Sertão do São Francisco,10,2909901
Dário Meira,2011,4,Médio Rio de Contas,22,2910008
Dias d'Ávila,2011,6,Metropolitano de Salvador,26,2910057
Dom Basílio,2011,4,Sertão Produtivo,13,2910107
Dom Macedo Costa,2011,2,Recôncavo,21,2910206
Elísio Medrado,2011,3,Vale do Jiquiriçá,9,2910305
Encruzilhada,2011,7,Sudoeste Baiano,20,2910404
Entre Rios,2011,9,Litoral Norte e Agreste Baiano,18,2910503
Érico Cardoso,2011,6,Bacia do Paramirim,12,2900504
Esplanada,2011,7,Litoral Norte e Agreste Baiano,18,2910602
Euclides da Cunha,2011,4,Semiárido Nordeste II,17,2910701
Eunápolis,2011,20,Costa do Descobrimento,27,2910727
Fátima,2011,5,Semiárido Nordeste II,17,2910750
Feira da Mata,2011,3,Velho Chico,2,2910776
Feira de Santana,2011,82,Portal do Sertão,19,2910800
Filadélfia,2011,7,Piemonte Norte do Itapicuru,25,2910859
Firmino Alves,2011,2,Médio Sudoeste da Bahia,8,2910909
Floresta Azul,2011,4,Litoral Sul,5,2911006
Formosa do Rio Preto,2011,5,Bacia do Rio Grande,11,2911105
Gandu,2011,6,Baixo Sul,6,2911204
Gavião,2011,2,Bacia do Jacuípe,15,2911253
Gentio do Ouro,2011,3,Irecê,1,2911303
Glória,2011,6,Itaparica,24,2911402
Gongogi,2011,4,Médio Rio de Contas,22,2911501
Governador Mangabeira,2011,6,Recôncavo,21,2911600
Guajeru,2011,4,Sudoeste Baiano,20,2911659
Guanambi,2011,18,Sertão Produtivo,13,2911709
Guaratinga,2011,6,Costa do Descobrimento,27,2911808
Heliópolis,2011,4,Semiárido Nordeste II,17,2911857
Iaçu,2011,11,Piemonte do Paraguaçu,14,2911907
Ibiassucê,2011,4,Sertão Produtivo,13,2912004
Ibicaraí,2011,11,Litoral Sul,5,2912103
Ibicoara,2011,7,Chapada Diamantina,3,2912202
Ibicuí,2011,4,Médio Sudoeste da Bahia,8,2912301
Ibipeba,2011,5,Irecê,1,2912400
Ibipitanga,2011,6,Bacia do Paramirim,12,2912509
Ibiquera,2011,0,Piemonte do Paraguaçu,14,2912608
Ibirapitanga,2011,8,Baixo Sul,6,2912707
Ibirapoã,2011,3,Extremo Sul,7,2912806
Ibirataia,2011,5,Médio Rio de Contas,22,2912905
Ibitiara,2011,6,Chapada Diamantina,3,2913002
Ibititá,2011,5,Irecê,1,2913101
Ibotirama,2011,8,Velho Chico,2,2913200
Ichu,2011,3,Sisal,4,2913309
Igaporã,2011,6,Velho Chico,2,2913408
Igrapiúna,2011,3,Baixo Sul,6,2913457
Iguaí,2011,6,Médio Sudoeste da Bahia,8,2913507
Ilhéus,2011,23,Litoral Sul,5,2913606
Inhambupe,2011,9,Litoral Norte e Agreste Baiano,18,2913705
Ipecaetá,2011,4,Portal do Sertão,19,2913804
Ipiaú,2011,9,Médio Rio de Contas,22,2913903
Ipirá,2011,9,Bacia do Jacuípe,15,2914000
Ipupiara,2011,3,Irecê,1,2914109
Irajuba,2011,3,Vale do Jiquiriçá,9,2914208
Iramaia,2011,4,Chapada Diamantina,3,2914307
Iraquara,2011,6,Chapada Diamantina,3,2914406
Irará,2011,5,Portal do Sertão,19,2914505
Irecê,2011,16,Irecê,1,2914604
Itabela,2011,9,Costa do Descobrimento,27,2914653
Itaberaba,2011,9,Piemonte do Paraguaçu,14,2914703
Itabuna,2011,23,Litoral Sul,5,2914802
Itacaré,2011,4,Litoral Sul,5,2914901
Itaetê,2011,6,Chapada Diamantina,3,2915007
Itagi,2011,4,Médio Rio de Contas,22,2915106
Itagibá,2011,3,Médio Rio de Contas,22,2915205
Itagimirim,2011,3,Costa do Descobrimento,27,2915304
Itaguaçu da Bahia,2011,4,Irecê,1,2915353
Itaju do Colônia,2011,3,Litoral Sul,5,2915403
Itajuípe,2011,5,Litoral Sul,5,2915502
Itamaraju,2011,20,Extremo Sul,7,2915601
Itamari,2011,3,Médio Rio de Contas,22,2915700
Itambé,2011,4,Médio Sudoeste da Bahia,8,2915809
Itanagra,2011,2,Litoral Norte e Agreste Baiano,18,2915908
Itanhém,2011,7,Extremo Sul,7,2916005
Itaparica,2011,6,Metropolitano de Salvador,26,2916104
Itapé,2011,5,Litoral Sul,5,2916203
Itapebi,2011,4,Costa do Descobrimento,27,2916302
Itapetinga,2011,13,Médio Sudoeste da Bahia,8,2916401
Itapicuru,2011,7,Litoral Norte e Agreste Baiano,18,2916500
Itapitanga,2011,3,Litoral Sul,5,2916609
Itaquara,2011,3,Vale do Jiquiriçá,9,2916708
Itarantim,2011,4,Médio Sudoeste da Bahia,8,2916807
Itatim,2011,6,Piemonte do Paraguaçu,14,2916856
Itiruçu,2011,5,Vale do Jiquiriçá,9,2916906
Itiúba,2011,4,Sisal,4,2917003
Itororó,2011,5,Médio Sudoeste da Bahia,8,2917102
Ituaçu,2011,8,Sertão Produtivo,13,2917201
Ituberá,2011,6,Baixo Sul,6,2917300
Iuiu,2011,3,Sertão Produtivo,13,2917334
Jaborandi,2011,4,Bacia do Rio Corrente,23,2917359
Jacaraci,2011,6,Sudoeste Baiano,20,2917409
Jacobina,2011,13,Piemonte da Diamantina,16,2917508
Jaguaquara,2011,12,Vale do Jiquiriçá,9,2917607
Jaguarari,2011,6,Piemonte Norte do Itapicuru,25,2917706
Jaguaripe,2011,5,Baixo Sul,6,2917805
Jandaíra,2011,3,Litoral Norte e Agreste Baiano,18,2917904
Jequié,2011,27,Médio Rio de Contas,22,2918001
Jeremoabo,2011,9,Semiárido Nordeste II,17,2918100
Jiquiriçá,2011,2,Vale do Jiquiriçá,9,2918209
Jitaúna,2011,5,Médio Rio de Contas,22,2918308
João Dourado,2011,5,Irecê,1,2918357
Juazeiro,2011,54,Sertão do São Francisco,10,2918407
Jucuruçu,2011,4,Extremo Sul,7,2918456
Jussara,2011,2,Irecê,1,2918506
Jussari,2011,3,Litoral Sul,5,2918555
Jussiape,2011,4,Chapada Diamantina,3,2918605
Lafayette Coutinho,2011,2,Vale do Jiquiriçá,9,2918704
Lagoa Real,2011,6,Sertão Produtivo,13,2918753
Laje,2011,7,Vale do Jiquiriçá,9,2918803
Lajedão,2011,1,Extremo Sul,7,2918902
Lajedinho,2011,1,Piemonte do Paraguaçu,14,2919009
Lajedo do Tabocal,2011,3,Vale do Jiquiriçá,9,2919058
Lamarão,2011,4,Sisal,4,2919108
Lapão,2011,4,Irecê,1,2919157
Lauro de Freitas,2011,21,Metropolitano de Salvador,26,2919207
Lençóis,2011,3,Chapada Diamantina,3,2919306
Licínio de Almeida,2011,6,Sudoeste Baiano,20,2919405
Livramento de Nossa Senhora,2011,9,Sertão Produtivo,13,2919504
Luís Eduardo Magalhães,2011,7,Bacia do Rio Grande,11,2919553
Macajuba,2011,3,Piemonte do Paraguaçu,14,2919603
Macarani,2011,4,Médio Sudoeste da Bahia,8,2919702
Macaúbas,2011,8,Bacia do Paramirim,12,2919801
Macururé,2011,4,Itaparica,24,2919900
Madre de Deus,2011,5,Metropolitano de Salvador,26,2919926
Maetinga,2011,4,Sudoeste Baiano,20,2919959
Maiquinique,2011,1,Médio Sudoeste da Bahia,8,2920007
Mairi,2011,7,Bacia do Jacuípe,15,2920106
Malhada,2011,4,Velho Chico,2,2920205
Malhada de Pedras,2011,2,Sertão Produtivo,13,2920304
Manoel Vitorino,2011,5,Médio Rio de Contas,22,2920403
Mansidão,2011,1,Bacia do Rio Grande,11,2920452
Maracás,2011,6,Vale do Jiquiriçá,9,2920502
Maragogipe,2011,8,Recôncavo,21,2920601
Maraú,2011,8,Litoral Sul,5,2920700
Marcionílio Souza,2011,5,Chapada Diamantina,3,2920809
Mascote,2011,5,Litoral Sul,5,2920908
Mata de São João,2011,12,Metropolitano de Salvador,26,2921005
Matina,2011,4,Velho Chico,2,2921054
Medeiros Neto,2011,9,Extremo Sul,7,2921104
Miguel Calmon,2011,5,Piemonte da Diamantina,16,2921203
