Código,Município,Código TI,Território de Identidade,População,QtMédicosSUS,QtMédicosNãoSUS,QtEnfermeirosSUS,QtEnfermeirosNãoSUS,QtProfissionais,Médicos,Enfermeiros,SUS,Não SUS,QtProfissionais/100000Hab,QtMédicos/100000Hab,QtEnfermeiros/100000Hab,QtSUS/100000Hab,QtNãoSUS/100000Hab
2903235,Barro Alto,1,Irecê,15217,15,0,7,0,22,15,7,22,0,144.575146218,98.5739633305,46.0011828876,144.575146218,0
2903276,Barrocas,4,Sisal,16296,7,1,15,0,23,8,15,22,1,141.1389297987,49.0918016691,92.0471281296,135.0024545901,6.1364752086
2903300,Barro Preto,5,Litoral Sul,6251,9,0,7,0,16,9,7,16,0,255.9590465526,143.9769636858,111.9820828667,255.9590465526,0
2903409,Belmonte,27,Costa do Descobrimento,24013,12,0,18,0,30,12,18,30,0,124.9323283222,49.9729313289,74.9593969933,124.9323283222,0
2903508,Belo Campo,20,Sudoeste Baiano,18247,51,0,21,0,72,51,21,72,0,394.5854113005,279.4979996712,115.0874116293,394.5854113005,0
2903607,Biritinga,4,Sisal,16653,9,0,9,0,18,9,9,18,0,108.0886326788,54.0443163394,54.0443163394,108.0886326788,0
2903706,Boa Nova,22,Médio Rio de Contas,14069,4,0,12,0,16,4,12,16,0,113.7252114578,28.4313028645,85.2939085934,113.7252114578,0
2903805,Boa Vista do Tupim,14,Piemonte do Paraguaçu,19502,6,0,10,0,16,6,10,16,0,82.0428673982,30.7660752743,51.2767921239,82.0428673982,0
2903904,Bom Jesus da Lapa,2,Velho Chico,70618,9,9,81,0,99,18,81,90,9,140.1908861763,25.4892520321,114.7016341443,127.4462601603,12.744626016
2903953,Bom Jesus da Serra,20,Sudoeste Baiano,10477,7,0,7,0,14,7,7,14,0,133.626037988,66.813018994,66.813018994,133.626037988,0
2904001,Boninal,3,Chapada Diamantina,14760,2,0,7,0,9,2,7,9,0,60.9756097561,13.5501355014,47.4254742547,60.9756097561,0
2904050,Bonito,3,Chapada Diamantina,17131,5,0,10,0,15,5,10,15,0,87.5605627225,29.1868542409,58.3737084817,87.5605627225,0
2904100,Boquira,12,Bacia do Paramirim,22464,4,0,5,0,9,4,5,9,0,40.0641025641,17.8062678063,22.2578347578,40.0641025641,0
2904209,Botuporã,12,Bacia do Paramirim,10898,57,0,5,0,62,57,5,62,0,568.9117269224,523.0317489448,45.8799779776,568.9117269224,0
2904308,Brejões,9,Vale do Jiquiriçá,15122,7,0,5,0,12,7,5,12,0,79.3545827272,46.2901732575,33.0644094696,79.3545827272,0
2904407,Brejolândia,23,Bacia do Rio Corrente,10833,5,0,6,0,11,5,6,11,0,101.541585895,46.1552663159,55.3863195791,101.541585895,0
2904506,Brotas de Macaúbas,2,Velho Chico,10974,9,0,8,0,17,9,8,17,0,154.9116092582,82.0120284308,72.8995808274,154.9116092582,0
2904605,Brumado,13,Sertão Produtivo,69677,5,26,66,3,100,31,69,71,29,143.5193822926,44.4910085107,99.0283737819,101.8987614277,41.6206208648
2904704,Buerarema,5,Litoral Sul,19256,27,0,10,0,37,27,10,37,0,192.1479019526,140.21603656,51.9318653926,192.1479019526,0
2904753,Buritirama,11,Bacia do Rio Grande,21786,11,0,10,0,21,11,10,21,0,96.3921784632,50.4911410998,45.9010373634,96.3921784632,0
2904803,Caatiba,8,Médio Sudoeste da Bahia,7841,10,0,6,0,16,10,6,16,0,204.0556051524,127.5347532203,76.5208519322,204.0556051524,0
2904852,Cabaceiras do Paraguaçu,21,Recôncavo,19312,4,0,12,0,16,4,12,16,0,82.850041425,20.7125103563,62.1375310688,82.850041425,0
2904902,Cachoeira,21,Recôncavo,35139,56,6,27,0,89,62,27,83,6,253.2798315262,176.4421298273,76.837701699,236.2047867042,17.075044822
2905008,Caculé,13,Sertão Produtivo,23817,9,12,19,1,41,21,20,28,13,172.1459461729,88.1723138934,83.9736322795,117.5630851913,54.5828609817
2905107,Caém,16,Piemonte da Diamantina,10058,7,0,6,0,13,7,6,13,0,129.2503479817,69.5963412209,59.6540067608,129.2503479817,0
2905156,Caetanos,20,Sudoeste Baiano,16106,6,0,9,0,15,6,9,15,0,93.1329939153,37.2531975661,55.8797963492,93.1329939153,0
2905206,Caetité,13,Sertão Produtivo,52853,34,9,37,0,80,43,37,71,9,151.3632149547,81.3577280381,70.0054869165,134.3348532723,17.0283616824
2905305,Cafarnaum,1,Irecê,19006,347,0,12,0,359,347,12,359,0,1888.8771966747,1825.7392402399,63.1379564348,1888.8771966747,0
2905404,Cairu,6,Baixo Sul,18224,11,0,12,0,23,11,12,23,0,126.2071992976,60.3599648815,65.8472344162,126.2071992976,0
2905503,Caldeirão Grande,25,Piemonte Norte do Itapicuru,13713,7,0,7,0,14,7,7,14,0,102.0929045431,51.0464522716,51.0464522716,102.0929045431,0
2905602,Camacan,5,Litoral Sul,33310,37,0,22,0,59,37,22,59,0,177.1239867908,111.0777544281,66.0462323627,177.1239867908,0
2905701,Camaçari,26,Metropolitano de Salvador,296893,5,99,249,14,367,104,263,254,113,123.6135577464,35.0294550562,88.5841026902,85.5527075411,38.0608502053
2905800,Camamu,6,Baixo Sul,36644,12,4,15,1,32,16,16,27,5,87.3267110577,43.6633555289,43.6633555289,73.681912455,13.6447986028
2905909,Campo Alegre de Lourdes,10,Sertão do São Francisco,30048,16,0,15,0,31,16,15,31,0,103.1682641108,53.2481363152,49.9201277955,103.1682641108,0
2906006,Campo Formoso,25,Piemonte Norte do Itapicuru,73448,5,4,26,0,35,9,26,31,4,47.6527611371,12.2535671495,35.3991939876,42.2067312929,5.4460298442
2906105,Canápolis,23,Bacia do Rio Corrente,10151,39,0,6,0,45,39,6,45,0,443.3060782189,384.198601123,59.1074770959,443.3060782189,0
2906204,Canarana,1,Irecê,26862,3,0,17,0,20,3,17,20,0,74.4546199092,11.1681929864,63.2864269228,74.4546199092,0
2906303,Canavieiras,5,Litoral Sul,33002,11,5,16,2,34,16,18,27,7,103.0240591479,48.4819101873,54.5421489607,81.813223441,21.2108357069
2906402,Candeal,4,Sisal,8837,21,0,5,0,26,21,5,26,0,294.2174946249,237.637207197,56.5802874279,294.2174946249,0
2906501,Candeias,26,Metropolitano de Salvador,89707,4,44,73,20,141,48,93,77,64,157.178369581,53.5075300701,103.6708395109,85.8349961541,71.3433734268
2906600,Candiba,13,Sertão Produtivo,14792,6,0,4,0,10,6,4,10,0,67.6041103299,40.5624661979,27.041644132,67.6041103299,0
2906709,Cândido Sales,20,Sudoeste Baiano,26674,15,0,18,0,33,15,18,33,0,123.715978106,56.2345355027,67.4814426033,123.715978106,0
2906808,Cansanção,4,Sisal,36191,6,1,19,0,26,7,19,25,1,71.8410654583,19.3418253157,52.4992401426,69.077947556,2.7631179022
2906824,Canudos,10,Sertão do São Francisco,17316,14,0,11,0,25,14,11,25,0,144.3751443751,80.8500808501,63.5250635251,144.3751443751,0
2906857,Capela do Alto Alegre,15,Bacia do Jacuípe,12199,9,0,11,0,20,9,11,20,0,163.9478645791,73.7765390606,90.1713255185,163.9478645791,0
2906873,Capim Grosso,15,Bacia do Jacuípe,31392,10,1,32,0,43,11,32,42,1,136.9775739042,35.0407747197,101.9367991845,133.7920489297,3.1855249745
2906899,Caraíbas,20,Sudoeste Baiano,9773,33,0,12,0,45,33,12,45,0,460.4522664484,337.6649953955,122.7872710529,460.4522664484,0
2906907,Caravelas,7,Extremo Sul,22740,18,0,14,0,32,18,14,32,0,140.7211961302,79.1556728232,61.5655233069,140.7211961302,0
2907004,Cardeal da Silva,18,Litoral Norte e Agreste Baiano,9544,2,0,5,0,7,2,5,7,0,73.3445096396,20.9555741827,52.3889354568,73.3445096396,0
2907103,Carinhanha,2,Velho Chico,30118,26,2,17,0,45,28,17,43,2,149.4123115745,92.9676605352,56.4446510392,142.7717643934,6.6405471811
2907202,Casa Nova,10,Sertão do São Francisco,73382,4,1,14,0,19,5,14,18,1,25.8919080974,6.8136600256,19.0782480717,24.5291760922,1.3627320051
2907301,Castro Alves,21,Recôncavo,27238,11,2,22,1,36,13,23,33,3,132.1682942947,47.7274396064,84.4408546883,121.1542697702,11.0140245246
2907400,Catolândia,11,Bacia do Rio Grande,3669,5,0,4,0,9,5,4,9,0,245.2984464432,136.2769146907,109.0215317525,245.2984464432,0
2907509,Catu,18,Litoral Norte e Agreste Baiano,56459,12,16,32,13,73,28,45,44,29,129.2973662304,49.5935103349,79.7038558954,77.9326590978,51.3647071326
2907558,Caturama,12,Bacia do Paramirim,9764,10,0,9,0,19,10,9,19,0,194.5923801721,102.4170421958,92.1753379762,194.5923801721,0
2907608,Central,1,Irecê,17969,22,0,20,0,42,22,20,42,0,233.7358784573,122.4330791919,111.3027992654,233.7358784573,0
2907707,Chorrochó,24,Itaparica,11591,9,0,9,0,18,9,9,18,0,155.2928996635,77.6464498318,77.6464498318,155.2928996635,0
2907806,Cícero Dantas,17,Semiárido Nordeste II,34676,8,2,21,0,31,10,21,29,2,89.3990079594,28.8383896643,60.5606182951,83.6313300265,5.7676779329
2907905,Cipó,17,Semiárido Nordeste II,17739,10,0,14,0,24,10,14,24,0,135.2951124641,56.3729635267,78.9221489374,135.2951124641,0
2908002,Coaraci,5,Litoral Sul,19022,37,0,22,0,59,37,22,59,0,310.1671748502,194.5116181264,115.6555567238,310.1671748502,0
2908101,Cocos,23,Bacia do Rio Corrente,19498,40,0,15,0,55,40,15,55,0,282.0802133552,205.1492460765,76.9309672787,282.0802133552,0
2908200,Conceição da Feira,19,Portal do Sertão,23024,13,3,14,1,31,16,15,27,4,134.6421125782,69.4927032662,65.149409312,117.2689367616,17.3731758165
2908309,Conceição do Almeida,21,Recôncavo,18229,17,0,16,0,33,17,16,33,0,181.0302265621,93.2579955017,87.7722310604,181.0302265621,0
2908408,Conceição do Coité,4,Sisal,68303,5,17,40,3,65,22,43,45,20,95.1641948377,32.2094197912,62.9547750465,65.8829041184,29.2812907193
2908507,Conceição do Jacuípe,19,Portal do Sertão,33876,10,9,28,1,48,19,29,38,10,141.6932341481,56.0869051836,85.6063289645,112.1738103672,29.5194237808
2908606,Conde,18,Litoral Norte e Agreste Baiano,26371,6,0,15,0,21,6,15,21,0,79.6329301126,22.7522657465,56.8806643662,79.6329301126,0
2908705,Condeúba,20,Sudoeste Baiano,18191,9,3,22,0,34,12,22,31,3,186.9056126656,65.9666868232,120.9389258425,170.4139409598,16.4916717058
2908804,Contendas do Sincorá,13,Sertão Produtivo,4299,5,0,3,0,8,5,3,8,0,186.0897883229,116.3061177018,69.7836706211,186.0897883229,0
2908903,Coração de Maria,19,Portal do Sertão,23896,15,0,14,0,29,15,14,29,0,121.359223301,62.7720120522,58.5872112487,121.359223301,0
2909000,Cordeiros,20,Sudoeste Baiano,8904,5,0,9,0,14,5,9,14,0,157.2327044025,56.1545372866,101.0781671159,157.2327044025,0
2909109,Coribe,23,Bacia do Rio Corrente,14933,3,0,14,0,17,3,14,17,0,113.8418268265,20.0897341459,93.7520926806,113.8418268265,0
2909208,Coronel João Sá,17,Semiárido Nordeste II,16814,15,0,12,0,27,15,12,27,0,160.5804686571,89.2113714762,71.3690971809,160.5804686571,0
2909307,Correntina,23,Bacia do Rio Corrente,33361,6,1,18,1,26,7,19,24,2,77.9353136896,20.9825844549,56.9527292347,71.9402895597,5.99502413
2909406,Cotegipe,11,Bacia do Rio Grande,14414,49,0,9,0,58,49,9,58,0,402.3865686138,339.9472734841,62.4392951297,402.3865686138,0
2909505,Cravolândia,9,Vale do Jiquiriçá,5576,18,0,5,0,23,18,5,23,0,412.4820659971,322.8120516499,89.6700143472,412.4820659971,0
2909604,Crisópolis,18,Litoral Norte e Agreste Baiano,21835,4,0,16,0,20,4,16,20,0,91.5960613694,18.3192122739,73.2768490955,91.5960613694,0
2909703,Cristópolis,11,Bacia do Rio Grande,14403,42,0,11,0,53,42,11,53,0,367.9788932861,291.6059154343,76.3729778518,367.9788932861,0
2909802,Cruz das Almas,21,Recôncavo,64932,5,35,54,4,98,40,58,59,39,150.9271237602,61.6029076572,89.324216103,90.8642887944,60.0628349658
2909901,Curaçá,10,Sertão do São Francisco,35524,6,0,16,0,22,6,16,22,0,61.929962842,16.889989866,45.039972976,61.929962842,0
2910008,Dário Meira,22,Médio Rio de Contas,11716,2,0,9,0,11,2,9,11,0,93.8886992147,17.0706725845,76.8180266302,93.8886992147,0
2910057,Dias D'Ávila,26,Metropolitano de Salvador,80657,9,14,35,2,60,23,37,44,16,74.3890796831,28.5158138785,45.8732658046,54.5519917676,19.8370879155
2910107,Dom Basílio,13,Sertão Produtivo,12604,22,0,14,0,36,22,14,36,0,285.6236115519,174.547762615,111.0758489368,285.6236115519,0
2910206,Dom Macedo Costa,21,Recôncavo,4212,15,0,3,0,18,15,3,18,0,427.3504273504,356.1253561254,71.2250712251,427.3504273504,0
2910305,Elísio Medrado,9,Vale do Jiquiriçá,8461,35,0,4,0,39,35,4,39,0,460.9384233542,413.6626876256,47.2757357286,460.9384233542,0
2910404,Encruzilhada,20,Sudoeste Baiano,19376,122,0,13,0,135,122,13,135,0,696.7382328654,629.6449215524,67.093311313,696.7382328654,0
2910503,Entre Rios,18,Litoral Norte e Agreste Baiano,43223,3,3,38,1,45,6,39,41,4,104.1112370729,13.8814982764,90.2297387965,94.8569048886,9.2543321843
2910602,Esplanada,18,Litoral Norte e Agreste Baiano,37845,3,2,19,0,24,5,19,22,2,63.4165675783,13.2117849121,50.2047826661,58.1318536134,5.2847139649
2910701,Euclides da Cunha,17,Semiárido Nordeste II,61924,784,1,44,0,829,785,44,828,1,1338.7378076352,1267.6829662167,71.0548414185,1337.1229248757,1.6148827595
2910727,Eunápolis,27,Costa do Descobrimento,115290,7,42,116,6,171,49,122,123,48,148.3216237315,42.5015179114,105.8201058201,106.6874837367,41.6341399948
2910750,Fátima,17,Semiárido Nordeste II,18443,1,0,14,0,15,1,14,15,0,81.3316705525,5.4221113702,75.9095591823,81.3316705525,0
2910776,Feira da Mata,2,Velho Chico,5922,4,0,4,0,8,4,4,8,0,135.0894967916,67.5447483958,67.5447483958,135.0894967916,0
2910800,Feira de Santana,19,Portal do Sertão,627477,11,123,750,31,915,134,781,761,154,145.8220779407,21.3553644197,124.466713521,121.2793456971,24.5427322436
2910859,Filadélfia,25,Piemonte Norte do Itapicuru,17176,16,0,13,0,29,16,13,29,0,168.8402421984,93.153237075,75.6870051234,168.8402421984,0
2910909,Firmino Alves,8,Médio Sudoeste da Bahia,5822,3,0,2,0,5,3,2,5,0,85.8811405015,51.5286843009,34.3524562006,85.8811405015,0
2911006,Floresta Azul,5,Litoral Sul,11244,4,0,9,0,13,4,9,13,0,115.6172180719,35.5745286375,80.0426894344,115.6172180719,0
2911105,Formosa do Rio Preto,11,Bacia do Rio Grande,25912,8,0,16,0,24,8,16,24,0,92.6211793764,30.8737264588,61.7474529176,92.6211793764,0
2911204,Gandu,6,Baixo Sul,33234,9,14,22,3,48,23,25,31,17,144.4304025997,69.206234579,75.2241680207,93.2779683457,51.1524342541
2911253,Gavião,15,Bacia do Jacuípe,4725,10,0,2,0,12,10,2,12,0,253.9682539683,211.6402116402,42.328042328,253.9682539683,0
2911303,Gentio do Ouro,1,Irecê,11639,6,0,7,0,13,6,7,13,0,111.693444454,51.5508205172,60.1426239368,111.693444454,0
2911402,Glória,24,Itaparica,15840,120,0,7,0,127,120,7,127,0,801.7676767677,757.5757575758,44.1919191919,801.7676767677,0
2911501,Gongogi,22,Médio Rio de Contas,7848,16,0,10,0,26,16,10,26,0,331.2945973496,203.873598369,127.4209989806,331.2945973496,0
2911600,Governador Mangabeira,21,Recôncavo,21495,3,1,12,1,17,4,13,15,2,79.0881600372,18.6089788323,60.4791812049,69.7836706211,9.3044894161
2911659,Guajeru,20,Sudoeste Baiano,8081,14,0,8,0,22,14,8,22,0,272.2435342161,173.2458854102,98.9976488058,272.2435342161,0
2911709,Guanambi,13,Sertão Produtivo,86808,5,24,144,5,178,29,149,149,29,205.0502257856,33.4070592572,171.6431665284,171.6431665284,33.4070592572
2911808,Guaratinga,27,Costa do Descobrimento,22154,8,0,14,0,22,8,14,22,0,99.3048659384,36.1108603412,63.1940055972,99.3048659384,0
2911857,Heliópolis,17,Semiárido Nordeste II,13718,3,0,7,0,10,3,7,10,0,72.8969237498,21.8690771249,51.0278466249,72.8969237498,0
2911907,Iaçu,14,Piemonte do Paraguaçu,25884,5,1,15,0,21,6,15,20,1,81.1312007418,23.1803430691,57.9508576727,77.2678102303,3.8633905115
2912004,Ibiassucê,13,Sertão Produtivo,10183,7,0,9,1,17,7,10,16,1,166.9449081803,68.7420210154,98.2028871649,157.1246194638,9.8202887165
2912103,Ibicaraí,5,Litoral Sul,23529,2,0,25,0,27,2,25,27,0,114.7520081601,8.5001487526,106.2518594075,114.7520081601,0
2912202,Ibicoara,3,Chapada Diamantina,19786,1,1,9,0,11,2,9,10,1,55.5948650561,10.1081572829,45.4867077732,50.5407864146,5.0540786415
2912301,Ibicuí,8,Médio Sudoeste da Bahia,16796,7,3,13,0,23,10,13,20,3,136.9373660395,59.5379852346,77.399380805,119.0759704692,17.8613955704
2912400,Ibipeba,1,Irecê,18678,5,0,13,0,18,5,13,18,0,96.3700610344,26.7694613984,69.6005996359,96.3700610344,0
2912509,Ibipitanga,12,Bacia do Paramirim,15413,8,1,7,0,16,9,7,15,1,103.8084733666,58.3922662687,45.4162070979,97.3204437812,6.4880295854
2912608,Ibiquera,14,Piemonte do Paraguaçu,4214,9,0,3,0,12,9,3,12,0,284.7650688182,213.5738016137,71.1912672046,284.7650688182,0
2912707,Ibirapitanga,6,Baixo Sul,24293,2,1,13,0,16,3,13,15,1,65.8625941629,12.3492364055,53.5133577574,61.7461820277,4.1164121352
2912806,Ibirapoã,7,Extremo Sul,8852,20,0,6,0,26,20,6,26,0,293.7189335743,225.937641211,67.7812923633,293.7189335743,0
2912905,Ibirataia,22,Médio Rio de Contas,17221,6,0,19,0,25,6,19,25,0,145.1715928227,34.8411822775,110.3304105453,145.1715928227,0
2913002,Ibitiara,3,Chapada Diamantina,16855,5,0,9,0,14,5,9,14,0,83.0614061109,29.6647878968,53.3966182142,83.0614061109,0
2913101,Ibititá,1,Irecê,17948,9,0,10,0,19,9,10,19,0,105.8613773122,50.1448629374,55.7165143749,105.8613773122,0
2913200,Ibotirama,2,Velho Chico,27862,11,5,32,0,48,16,32,43,5,172.2776541526,57.4258847175,114.8517694351,154.3320651784,17.9455889742
2913309,Ichu,4,Sisal,6437,209,0,6,0,215,209,6,215,0,3340.0652477862,3246.8541245922,93.211123194,3340.0652477862,0
2913408,Igaporã,2,Velho Chico,16283,13,0,11,0,24,13,11,24,0,147.3929865504,79.8378677148,67.5551188356,147.3929865504,0
2913457,Igrapiúna,6,Baixo Sul,14187,7,0,12,0,19,7,12,19,0,133.9254246846,49.3409459364,84.5844787481,133.9254246846,0
2913507,Iguaí,8,Médio Sudoeste da Bahia,27939,36,0,12,0,48,36,12,48,0,171.8028562225,128.8521421669,42.9507140556,171.8028562225,0
2913606,Ilhéus,5,Litoral Sul,176341,32,49,200,10,291,81,210,232,59,165.0211805536,45.9337306696,119.087449884,131.5632779671,33.4579025865
2913705,Inhambupe,18,Litoral Norte e Agreste Baiano,40453,2,0,16,0,18,2,16,18,0,44.4960818728,4.944009097,39.5520727758,44.4960818728,0
2913804,Ipecaetá,19,Portal do Sertão,15499,3,0,9,0,12,3,9,12,0,77.4243499581,19.3560874895,58.0682624685,77.4243499581,0
2913903,Ipiaú,22,Médio Rio de Contas,47704,6,6,40,1,53,12,41,46,7,111.1017943988,25.1551232601,85.9466711387,96.4279724971,14.6738219017
2914000,Ipirá,15,Bacia do Jacuípe,62631,8,5,24,2,39,13,26,32,7,62.2694831633,20.7564943878,41.5129887755,51.0929092622,11.1765739011
2914109,Ipupiara,1,Irecê,10157,4,0,11,0,15,4,11,15,0,147.6814019888,39.381707197,108.2996947918,147.6814019888,0
2914208,Irajuba,9,Vale do Jiquiriçá,7521,125,0,6,0,131,125,6,131,0,1741.7896556309,1662.0130301822,79.7766254487,1741.7896556309,0
2914307,Iramaia,3,Chapada Diamantina,9901,12,0,8,0,20,12,8,20,0,201.9997980002,121.1998788001,80.7999192001,201.9997980002,0
2914406,Iraquara,3,Chapada Diamantina,25536,28,0,4,0,32,28,4,32,0,125.313283208,109.649122807,15.664160401,125.313283208,0
2914505,Irará,19,Portal do Sertão,29879,339,4,6,0,349,343,6,345,4,1168.0444459319,1147.9634525921,20.0809933398,1154.6571170387,13.3873288932
2914604,Irecê,1,Irecê,74483,12,7,89,1,109,19,90,101,8,146.3421183357,25.5091765906,120.8329417451,135.6014124028,10.7407059329
2914653,Itabela,27,Costa do Descobrimento,31422,4,1,31,0,36,5,31,35,1,114.5694099675,15.912418051,98.6569919165,111.3869263573,3.1824836102
2914703,Itaberaba,14,Piemonte do Paraguaçu,66806,3,13,51,4,71,16,55,54,17,106.2778792324,23.9499446158,82.3279346167,80.8310630782,25.4468161542
2914802,Itabuna,5,Litoral Sul,221046,6,41,335,24,406,47,359,341,65,183.672176832,21.2625426382,162.4096341938,154.2665327579,29.4056440741
2914901,Itacaré,5,Litoral Sul,28382,1,0,19,0,20,1,19,20,0,70.4671975196,3.523359876,66.9438376436,70.4671975196,0
2915007,Itaetê,3,Chapada Diamantina,16586,10,0,10,0,20,10,10,20,0,120.5836247438,60.2918123719,60.2918123719,120.5836247438,0
2915106,Itagi,22,Médio Rio de Contas,13199,4,0,8,0,12,4,8,12,0,90.9159784832,30.3053261611,60.6106523221,90.9159784832,0
