Código,Município,Código TI,Território de Identidade,População,QtMédicosSUS,QtMédicosNãoSUS,QtEnfermeirosSUS,QtEnfermeirosNãoSUS,QtProfissionais,Médicos,Enfermeiros,SUS,Não SUS,QtProfissionais/100000Hab,QtMédicos/100000Hab,QtEnfermeiros/100000Hab,QtSUS/100000Hab,QtNãoSUS/100000Hab
2915205,Itagibá,22,Médio Rio de Contas,15577,7,0,9,0,16,7,9,16,0,102.7155421455,44.9380496886,57.7774924568,102.7155421455,0
2915304,Itagimirim,27,Costa do Descobrimento,7291,41,0,4,0,45,41,4,45,0,617.1992867919,562.337127966,54.8621588259,617.1992867919,0
2915353,Itaguaçu da Bahia,1,Irecê,14718,3,0,7,0,10,3,7,10,0,67.9440141324,20.3832042397,47.5608098926,67.9440141324,0
2915403,Itaju do Colônia,5,Litoral Sul,7218,9,0,6,0,15,9,6,15,0,207.8137988362,124.6882793017,83.1255195345,207.8137988362,0
2915502,Itajuípe,5,Litoral Sul,21642,1,0,12,0,13,1,12,13,0,60.0683855466,4.620645042,55.4477405046,60.0683855466,0
2915601,Itamaraju,7,Extremo Sul,67356,9,9,71,3,92,18,74,80,12,136.5876833541,26.723677178,109.8640061761,118.7718985688,17.8157847853
2915700,Itamari,22,Médio Rio de Contas,8476,18,0,11,0,29,18,11,29,0,342.1425200566,212.3643227938,129.7781972629,342.1425200566,0
2915809,Itambé,8,Médio Sudoeste da Bahia,24901,4,0,15,0,19,4,15,19,0,76.3021565399,16.0636119031,60.2385446368,76.3021565399,0
2915908,Itanagra,18,Litoral Norte e Agreste Baiano,6730,9,0,4,0,13,9,4,13,0,193.1649331352,133.7295690936,59.4353640416,193.1649331352,0
2916005,Itanhém,7,Extremo Sul,20501,44,2,18,0,64,46,18,62,2,312.1798936637,224.3792985708,87.8005950929,302.4242719867,9.755621677
2916104,Itaparica,26,Metropolitano de Salvador,22866,19,1,29,0,49,20,29,48,1,214.2919618648,87.4661068836,126.8258549812,209.9186565206,4.3733053442
2916203,Itapé,5,Litoral Sul,9830,2,0,12,0,14,2,12,14,0,142.4211597152,20.3458799593,122.0752797559,142.4211597152,0
2916302,Itapebi,27,Costa do Descobrimento,10830,7,0,11,0,18,7,11,18,0,166.2049861496,64.6352723915,101.5697137581,166.2049861496,0
2916401,Itapetinga,8,Médio Sudoeste da Bahia,77533,5,27,59,0,91,32,59,64,27,117.3693782003,41.2727483781,76.0966298221,82.5454967562,34.823881444
2916500,Itapicuru,18,Litoral Norte e Agreste Baiano,36211,9,0,21,0,30,9,21,30,0,82.8477534451,24.8543260335,57.9934274116,82.8477534451,0
2916609,Itapitanga,5,Litoral Sul,10799,5,0,7,0,12,5,7,12,0,111.1214001296,46.3005833874,64.8208167423,111.1214001296,0
2916708,Itaquara,9,Vale do Jiquiriçá,8592,13,0,7,0,20,13,7,20,0,232.7746741155,151.303538175,81.4711359404,232.7746741155,0
2916807,Itarantim,8,Médio Sudoeste da Bahia,20314,4,1,15,0,20,5,15,19,1,98.4542679925,24.6135669981,73.8407009944,93.5315545929,4.9227133996
2916856,Itatim,14,Piemonte do Paraguaçu,14957,9,0,15,0,24,9,15,24,0,160.4599852912,60.1724944842,100.287490807,160.4599852912,0
2916906,Itiruçu,9,Vale do Jiquiriçá,13254,8,0,11,0,19,8,11,19,0,143.3529500528,60.3591368643,82.9938131885,143.3529500528,0
2917003,Itiúba,4,Sisal,37567,5,1,1,0,7,6,1,6,1,18.6333750366,15.9714643171,2.6619107195,15.9714643171,2.6619107195
2917102,Itororó,8,Médio Sudoeste da Bahia,21241,5,1,17,0,23,6,17,22,1,108.2811543713,28.2472576621,80.0338967092,103.5732780943,4.707876277
2917201,Ituaçu,13,Sertão Produtivo,19577,5,0,14,0,19,5,14,19,0,97.0526638402,25.5401746948,71.5124891454,97.0526638402,0
2917300,Ituberá,6,Baixo Sul,29428,37,2,12,2,53,39,14,49,4,180.1005844774,132.5268451815,47.5737392959,166.5080875357,13.5924969417
2917334,Iuiu,13,Sertão Produtivo,11399,18,0,5,0,23,18,5,23,0,201.7720852706,157.9085884727,43.863496798,201.7720852706,0
2917359,Jaborandi,23,Bacia do Rio Corrente,9056,15,0,15,0,30,15,15,30,0,331.2720848057,165.6360424028,165.6360424028,331.2720848057,0
2917409,Jacaraci,20,Sudoeste Baiano,15459,4,0,15,0,19,4,15,19,0,122.9057506954,25.8748948832,97.0308558121,122.9057506954,0
2917508,Jacobina,16,Piemonte da Diamantina,83635,1,39,59,4,103,40,63,60,43,123.1541818617,47.8268667424,75.3273151193,71.7403001136,51.4138817481
2917607,Jaguaquara,9,Vale do Jiquiriçá,56033,136,8,40,1,185,144,41,176,9,330.1625827637,256.9914157728,73.1711669909,314.1006192779,16.0619634858
2917706,Jaguarari,25,Piemonte Norte do Itapicuru,34499,20,1,9,3,33,21,12,29,4,95.6549465202,60.8713296038,34.7836169164,84.060407548,11.5945389721
2917805,Jaguaripe,6,Baixo Sul,19036,6,0,7,0,13,6,7,13,0,68.2916579113,31.5192267283,36.772431183,68.2916579113,0
2917904,Jandaíra,18,Litoral Norte e Agreste Baiano,11120,5,0,3,0,8,5,3,8,0,71.9424460432,44.964028777,26.9784172662,71.9424460432,0
2918001,Jequié,22,Médio Rio de Contas,162209,4,59,238,15,316,63,253,242,74,194.8103989298,38.8387820651,155.9716168647,149.1902422184,45.6201567114
2918100,Jeremoabo,17,Semiárido Nordeste II,41605,314,1,41,0,356,315,41,355,1,855.6663862517,757.1205383968,98.5458478548,853.2628289869,2.4035572648
2918209,Jiquiriçá,9,Vale do Jiquiriçá,15106,4,0,8,0,12,4,8,12,0,79.4386336555,26.4795445518,52.9590891037,79.4386336555,0
2918308,Jitaúna,22,Médio Rio de Contas,12692,5,0,12,0,17,5,12,17,0,133.9426410337,39.3948944217,94.547746612,133.9426410337,0
2918357,João Dourado,1,Irecê,25646,2,1,9,0,12,3,9,11,1,46.790922561,11.6977306403,35.0931919208,42.8916790143,3.8992435468
2918407,Juazeiro,10,Sertão do São Francisco,221773,4,79,266,1,350,83,267,270,80,157.8190311715,37.4256559635,120.393375208,121.7461097609,36.0729214106
2918456,Jucuruçu,7,Extremo Sul,9924,3,0,9,0,12,3,9,12,0,120.9189842805,30.2297460701,90.6892382104,120.9189842805,0
2918506,Jussara,1,Irecê,16006,4,0,12,0,16,4,12,16,0,99.9625140572,24.9906285143,74.9718855429,99.9625140572,0
2918555,Jussari,5,Litoral Sul,6275,14,0,7,0,21,14,7,21,0,334.6613545817,223.1075697211,111.5537848606,334.6613545817,0
2918605,Jussiape,3,Chapada Diamantina,7066,4,0,9,0,13,4,9,13,0,183.9796207189,56.6091140674,127.3705066516,183.9796207189,0
2918704,Lafayette Coutinho,9,Vale do Jiquiriçá,3975,0,0,8,0,8,0,8,8,0,201.2578616352,0,201.2578616352,201.2578616352,0
2918753,Lagoa Real,13,Sertão Produtivo,16029,4,0,6,0,10,4,6,10,0,62.3869237008,24.9547694803,37.4321542205,62.3869237008,0
2918803,Laje,9,Vale do Jiquiriçá,24306,3,1,12,0,16,4,12,15,1,65.8273677281,16.456841932,49.3705257961,61.7131572451,4.114210483
2918902,Lajedão,7,Extremo Sul,4068,11,0,12,0,23,11,12,23,0,565.3883972468,270.4031465093,294.9852507375,565.3883972468,0
2919009,Lajedinho,14,Piemonte do Paraguaçu,4017,254,0,0,0,254,254,0,254,0,6323.1267114762,6323.1267114762,0,6323.1267114762,0
2919058,Lajedo do Tabocal,9,Vale do Jiquiriçá,8886,4,0,6,0,10,4,6,10,0,112.5365743867,45.0146297547,67.521944632,112.5365743867,0
2919108,Lamarão,4,Sisal,9007,3,0,7,0,10,3,7,10,0,111.0247585212,33.3074275563,77.7173309648,111.0247585212,0
2919157,Lapão,1,Irecê,28244,22,0,23,0,45,22,23,45,0,159.325874522,77.8926497663,81.4332247557,159.325874522,0
2919207,Lauro de Freitas,26,Metropolitano de Salvador,197636,51,231,144,12,438,282,156,195,243,221.6195429982,142.6865550811,78.9329879172,98.6662348965,122.9533081018
2919306,Lençóis,3,Chapada Diamantina,11636,7,0,7,0,14,7,7,14,0,120.3162598831,60.1581299416,60.1581299416,120.3162598831,0
2919405,Licínio de Almeida,20,Sudoeste Baiano,12969,3,0,12,0,15,3,12,15,0,115.6604210039,23.1320842008,92.5283368031,115.6604210039,0
2919504,Livramento de Nossa Senhora,13,Sertão Produtivo,46739,24,7,29,5,65,31,34,53,12,139.0701555446,66.3257664905,72.7443890541,113.3956652902,25.6744902544
2919553,Luís Eduardo Magalhães,11,Bacia do Rio Grande,83557,7,11,49,1,68,18,50,56,12,81.3815718611,21.5421807868,59.8393910744,67.0201180033,14.3614538578
2919603,Macajuba,14,Piemonte do Paraguaçu,11879,35,0,7,0,42,35,7,42,0,353.5651149087,294.6375957572,58.9275191514,353.5651149087,0
2919702,Macarani,8,Médio Sudoeste da Bahia,19110,8,0,15,0,23,8,15,23,0,120.3558346415,41.8628990058,78.4929356358,120.3558346415,0
2919801,Macaúbas,12,Bacia do Paramirim,50987,3,1,34,0,38,4,34,37,1,74.5288014592,7.8451369957,66.6836644635,72.5675172103,1.9612842489
2919900,Macururé,24,Itaparica,8266,8,0,7,0,15,8,7,15,0,181.466247278,96.7819985483,84.6842487297,181.466247278,0
2919926,Madre de Deus,26,Metropolitano de Salvador,21007,4,0,22,1,27,4,23,26,1,128.5285857095,19.041271957,109.4873137526,123.7682677203,4.7603179892
2919959,Maetinga,20,Sudoeste Baiano,4456,2,1,11,0,14,3,11,13,1,314.1831238779,67.3249551167,246.8581687612,291.7414721724,22.4416517056
2920007,Maiquinique,8,Médio Sudoeste da Bahia,10274,4,0,7,0,11,4,7,11,0,107.0663811563,38.9332295114,68.1331516449,107.0663811563,0
2920106,Mairi,15,Bacia do Jacuípe,19695,5,1,23,0,29,6,23,28,1,147.2454937801,30.46458492,116.7809088601,142.1680629601,5.07743082
2920205,Malhada,2,Velho Chico,17526,8,0,7,0,15,8,7,15,0,85.587127696,45.6464681045,39.9406595915,85.587127696,0
2920304,Malhada de Pedras,13,Sertão Produtivo,8856,13,0,4,0,17,13,4,17,0,191.9602529359,146.793134598,45.1671183379,191.9602529359,0
2920403,Manoel Vitorino,22,Médio Rio de Contas,14251,8,0,13,0,21,8,13,21,0,147.3580801347,56.1364114799,91.2216686548,147.3580801347,0
2920452,Mansidão,11,Bacia do Rio Grande,13959,1,0,3,0,4,1,3,4,0,28.6553478043,7.1638369511,21.4915108532,28.6553478043,0
2920502,Maracás,9,Vale do Jiquiriçá,23018,5,0,15,0,20,5,15,20,0,86.8885220262,21.7221305066,65.1663915197,86.8885220262,0
2920601,Maragogipe,21,Recôncavo,46260,34,1,22,0,57,35,22,56,1,123.2166018158,75.6593169045,47.5572849114,121.0549070471,2.1616947687
2920700,Maraú,5,Litoral Sul,21313,4,0,14,0,18,4,14,18,0,84.4554966452,18.7678881434,65.6876085019,84.4554966452,0
2920809,Marcionílio Souza,3,Chapada Diamantina,10931,20,0,6,0,26,20,6,26,0,237.8556399232,182.965876864,54.8897630592,237.8556399232,0
2920908,Mascote,5,Litoral Sul,14728,12,0,9,0,21,12,9,21,0,142.5855513308,81.4774579033,61.1080934275,142.5855513308,0
2921005,Mata de São João,26,Metropolitano de Salvador,46998,3,3,23,1,30,6,24,26,4,63.8325035108,12.7665007022,51.0660028086,55.3215030427,8.5110004681
2921054,Matina,2,Velho Chico,12488,3,0,6,0,9,3,6,9,0,72.069186419,24.0230621397,48.0461242793,72.069186419,0
2921104,Medeiros Neto,7,Extremo Sul,23586,3,0,18,0,21,3,18,21,0,89.0358687357,12.7194098194,76.3164589163,89.0358687357,0
2921203,Miguel Calmon,16,Piemonte da Diamantina,27520,20,2,20,0,42,22,20,40,2,152.6162790698,79.9418604651,72.6744186047,145.3488372093,7.2674418605
2921302,Milagres,9,Vale do Jiquiriçá,11585,4,0,5,0,9,4,5,9,0,77.6866637894,34.5274061286,43.1592576608,77.6866637894,0
2921401,Mirangaba,16,Piemonte da Diamantina,18729,20,0,10,0,30,20,10,30,0,160.179400929,106.786267286,53.393133643,160.179400929,0
2921450,Mirante,20,Sudoeste Baiano,9578,7,0,5,0,12,7,5,12,0,125.2871163082,73.0841511798,52.2029651284,125.2871163082,0
2921500,Monte Santo,4,Sisal,51953,4,0,22,0,26,4,22,26,0,50.0452331915,7.6992666449,42.3459665467,50.0452331915,0
2921609,Morpará,2,Velho Chico,8950,27,0,9,0,36,27,9,36,0,402.2346368715,301.6759776536,100.5586592179,402.2346368715,0
2921708,Morro do Chapéu,3,Chapada Diamantina,36856,5,0,32,0,37,5,32,37,0,100.3907097895,13.5663121337,86.8243976557,100.3907097895,0
2921807,Mortugaba,20,Sudoeste Baiano,12529,9,0,12,0,21,9,12,21,0,167.6111421502,71.8333466358,95.7777955144,167.6111421502,0
2921906,Mucugê,3,Chapada Diamantina,9957,4,0,9,0,13,4,9,13,0,130.5614140805,40.172742794,90.3886712865,130.5614140805,0
2922003,Mucuri,7,Extremo Sul,42072,3,9,22,0,34,12,22,25,9,80.8138429359,28.5225328009,52.291310135,59.4219433352,21.3918996007
2922052,Mulungu do Morro,1,Irecê,11988,13,0,9,0,22,13,9,22,0,183.5168501835,108.4417751084,75.0750750751,183.5168501835,0
2922102,Mundo Novo,14,Piemonte do Paraguaçu,27364,7,0,11,0,18,7,11,18,0,65.7798567461,25.5810554013,40.1988013448,65.7798567461,0
2922201,Muniz Ferreira,21,Recôncavo,7678,17,0,6,0,23,17,6,23,0,299.557176348,221.4118259964,78.1453503517,299.557176348,0
2922250,Muquém do São Francisco,2,Velho Chico,11644,5,0,8,0,13,5,8,13,0,111.645482652,42.9405702508,68.7049124012,111.645482652,0
2922300,Muritiba,21,Recôncavo,30631,7,4,20,0,31,11,20,27,4,101.2046619438,35.9113316575,65.2933302863,88.1459958865,13.0586660573
2922409,Mutuípe,9,Vale do Jiquiriçá,22998,10,2,17,0,29,12,17,27,2,126.0979215584,52.1784503,73.9194712584,117.4015131751,8.6964083833
2922508,Nazaré,21,Recôncavo,29546,2,3,21,0,26,5,21,23,3,87.9983754146,16.9227645028,71.0756109118,77.8447167129,10.1536587017
2922607,Nilo Peçanha,6,Baixo Sul,14368,1,0,9,0,10,1,9,10,0,69.5991091314,6.9599109131,62.6391982183,69.5991091314,0
2922656,Nordestina,4,Sisal,13597,4,0,12,0,16,4,12,16,0,117.6730161065,29.4182540266,88.2547620799,117.6730161065,0
2922706,Nova Canaã,8,Médio Sudoeste da Bahia,17141,3,0,11,0,14,3,11,14,0,81.6755148474,17.5018960387,64.1736188087,81.6755148474,0
2922730,Nova Fátima,15,Bacia do Jacuípe,8119,6,1,7,0,14,7,7,13,1,172.4350289445,86.2175144722,86.2175144722,160.1182411627,12.3167877817
2922755,Nova Ibiá,22,Médio Rio de Contas,6986,27,0,6,0,33,27,6,33,0,472.3733180647,386.4872602348,85.8860578299,472.3733180647,0
2922805,Nova Itarana,9,Vale do Jiquiriçá,8428,2,0,4,0,6,2,4,6,0,71.1912672046,23.7304224015,47.460844803,71.1912672046,0
2922854,Nova Redenção,3,Chapada Diamantina,9500,6,0,4,0,10,6,4,10,0,105.2631578947,63.1578947368,42.1052631579,105.2631578947,0
2922904,Nova Soure,17,Semiárido Nordeste II,25460,11,1,9,0,21,12,9,20,1,82.482325216,47.1327572663,35.3495679497,78.5545954438,3.9277297722
2923001,Nova Viçosa,7,Extremo Sul,44052,6,0,19,0,25,6,19,25,0,56.7511123218,13.6202669572,43.1308453646,56.7511123218,0
2923035,Novo Horizonte,3,Chapada Diamantina,12514,3,0,5,0,8,3,5,8,0,63.9284001918,23.9731500719,39.9552501199,63.9284001918,0
2923050,Novo Triunfo,17,Semiárido Nordeste II,16037,12,0,5,0,17,12,5,17,0,106.0048637526,74.8269626489,31.1779011037,106.0048637526,0
2923100,Olindina,18,Litoral Norte e Agreste Baiano,29227,6,1,13,0,20,7,13,19,1,68.4298764841,23.9504567694,44.4794197146,65.0083826599,3.4214938242
2923209,Oliveira dos Brejinhos,2,Velho Chico,22805,6,1,12,0,19,7,12,18,1,83.3150624863,30.6950230213,52.620039465,78.9300591975,4.3850032888
2923308,Ouriçangas,18,Litoral Norte e Agreste Baiano,8916,19,0,3,0,22,19,3,22,0,246.7474203679,213.1000448632,33.6473755047,246.7474203679,0
2923357,Ourolândia,16,Piemonte da Diamantina,18025,7,1,12,1,21,8,13,19,2,116.5048543689,44.3828016644,72.1220527046,105.4091539528,11.0957004161
2923407,Palmas de Monte Alto,13,Sertão Produtivo,22553,12,0,11,0,23,12,11,23,0,101.9819979604,53.2079989358,48.7739990245,101.9819979604,0
2923506,Palmeiras,3,Chapada Diamantina,9250,5,0,9,0,14,5,9,14,0,151.3513513514,54.0540540541,97.2972972973,151.3513513514,0
2923605,Paramirim,12,Bacia do Paramirim,22286,96,3,32,4,135,99,36,128,7,605.7614645966,444.2250740375,161.5363905591,574.3516108768,31.4098537198
2923704,Paratinga,2,Velho Chico,32967,9,0,12,0,21,9,12,21,0,63.7000637001,27.3000273,36.4000364,63.7000637001,0
2923803,Paripiranga,17,Semiárido Nordeste II,30075,3,0,10,0,13,3,10,13,0,43.2252701579,9.9750623441,33.2502078138,43.2252701579,0
2923902,Pau-Brasil,5,Litoral Sul,10673,6,0,11,0,17,6,11,17,0,159.2804272463,56.2166213811,103.0638058653,159.2804272463,0
2924009,Paulo Afonso,24,Itaparica,120706,8,47,90,2,147,55,92,98,49,121.7835070336,45.5652577337,76.2182493,81.1890046891,40.5945023445
2924058,Pé de Serra,15,Bacia do Jacuípe,14226,6,0,11,0,17,6,11,17,0,119.4995079432,42.1762969211,77.3232110221,119.4995079432,0
2924108,Pedrão,18,Litoral Norte e Agreste Baiano,7527,3,0,3,0,6,3,3,6,0,79.7130330809,39.8565165405,39.8565165405,79.7130330809,0
2924207,Pedro Alexandre,17,Semiárido Nordeste II,18209,13,0,9,0,22,13,9,22,0,120.8193750343,71.3932670657,49.4261079686,120.8193750343,0
2924306,Piatã,3,Chapada Diamantina,18267,2,0,11,0,13,2,11,13,0,71.1665845514,10.9487053156,60.2178792358,71.1665845514,0
2924405,Pilão Arcado,10,Sertão do São Francisco,35740,3,0,11,0,14,3,11,14,0,39.1717963067,8.3939563514,30.7778399552,39.1717963067,0
2924504,Pindaí,13,Sertão Produtivo,16889,3,0,7,0,10,3,7,10,0,59.2101367754,17.7630410326,41.4470957428,59.2101367754,0
2924603,Pindobaçu,25,Piemonte Norte do Itapicuru,21171,8,0,3,0,11,8,3,11,0,51.9578668934,37.7875395588,14.1703273346,51.9578668934,0
2924652,Pintadas,15,Bacia do Jacuípe,11012,3,0,4,0,7,3,4,7,0,63.5670177988,27.243007628,36.3240101707,63.5670177988,0
2924678,Piraí do Norte,6,Baixo Sul,10411,8,0,6,0,14,8,6,14,0,134.4731533954,76.8418019403,57.6313514552,134.4731533954,0
2924702,Piripá,20,Sudoeste Baiano,11849,20,0,16,0,36,20,16,36,0,303.8231074352,168.7906152418,135.0324921934,303.8231074352,0
2924801,Piritiba,14,Piemonte do Paraguaçu,25211,24,0,6,0,30,24,6,30,0,118.9956764904,95.1965411923,23.7991352981,118.9956764904,0
2924900,Planaltino,9,Vale do Jiquiriçá,9582,1,0,7,0,8,1,7,8,0,83.4898768524,10.4362346066,73.0536422459,83.4898768524,0
2925006,Planalto,20,Sudoeste Baiano,26915,93,0,21,0,114,93,21,114,0,423.55563812,345.5322310979,78.0234070221,423.55563812,0
2925105,Poções,20,Sudoeste Baiano,48861,3,8,37,0,48,11,37,40,8,98.2378584147,22.5128425534,75.7250158613,81.8648820122,16.3729764024
2925204,Pojuca,26,Metropolitano de Salvador,39718,7,6,26,1,40,13,27,33,7,100.7100055391,32.7307518002,67.9792537389,83.0857545697,17.6242509693
2925253,Ponto Novo,25,Piemonte Norte do Itapicuru,15830,6,0,10,0,16,6,10,16,0,101.0739102969,37.9027163613,63.1711939356,101.0739102969,0
2925303,Porto Seguro,27,Costa do Descobrimento,149324,5,29,151,1,186,34,152,156,30,124.5613565134,22.7692802229,101.7920762905,104.4708151402,20.0905413731
2925402,Potiraguá,8,Médio Sudoeste da Bahia,8438,7,0,6,0,13,7,6,13,0,154.0649442996,82.9580469306,71.106897369,154.0649442996,0
2925501,Prado,7,Extremo Sul,29326,3,1,24,0,28,4,24,27,1,95.4784150583,13.6397735798,81.8386414786,92.0684716634,3.4099433949
2925600,Presidente Dutra,1,Irecê,15734,11,0,11,0,22,11,11,22,0,139.8245837041,69.912291852,69.912291852,139.8245837041,0
2925709,Presidente Jânio Quadros,20,Sudoeste Baiano,13334,4,1,14,0,19,5,14,18,1,142.4928753562,37.4981250937,104.9947502625,134.9932503375,7.4996250187
2925758,Presidente Tancredo Neves,6,Baixo Sul,28082,6,4,15,0,25,10,15,21,4,89.0249982195,35.6099992878,53.4149989317,74.7809985044,14.2439997151
2925808,Queimadas,4,Sisal,26552,24,1,11,0,36,25,11,35,1,135.5830069298,94.1548659235,41.4281410063,131.8168122929,3.7661946369
2925907,Quijingue,4,Sisal,28632,7,0,16,0,23,7,16,23,0,80.3297010338,24.4481698799,55.881531154,80.3297010338,0
2925931,Quixabeira,15,Bacia do Jacuípe,9411,7,0,6,0,13,7,6,13,0,138.1362235682,74.3810434598,63.7551801084,138.1362235682,0
2925956,Rafael Jambeiro,14,Piemonte do Paraguaçu,23562,15,0,21,0,36,15,21,36,0,152.7883880825,63.6618283677,89.1265597148,152.7883880825,0
2926004,Remanso,10,Sertão do São Francisco,42672,11,0,21,0,32,11,21,32,0,74.9906261717,25.7780277465,49.2125984252,74.9906261717,0
2926103,Retirolândia,4,Sisal,14730,3,0,4,0,7,3,4,7,0,47.5220638153,20.366598778,27.1554650373,47.5220638153,0
2926202,Riachão das Neves,11,Bacia do Rio Grande,23313,24,0,15,0,39,24,15,39,0,167.288637241,102.9468536868,64.3417835542,167.288637241,0
2926301,Riachão do Jacuípe,15,Bacia do Jacuípe,34784,3,1,26,0,30,4,26,29,1,86.246550138,11.4995400184,74.7470101196,83.3716651334,2.8748850046
2926400,Riacho de Santana,2,Velho Chico,36439,2,0,23,0,25,2,23,25,0,68.6078103131,5.4886248251,63.1191854881,68.6078103131,0
2926509,Ribeira do Amparo,17,Semiárido Nordeste II,15443,3,0,8,0,11,3,8,11,0,71.2296833517,19.4262772777,51.8034060739,71.2296833517,0
2926608,Ribeira do Pombal,17,Semiárido Nordeste II,54965,5,6,43,3,57,11,46,48,9,103.7023560448,20.0127353771,83.6896206677,87.3282998272,16.3740562176
2926657,Ribeirão do Largo,20,Sudoeste Baiano,7437,10,0,7,0,17,10,7,17,0,228.586795751,134.46282103,94.123974721,228.586795751,0
2926707,Rio de Contas,3,Chapada Diamantina,13712,5,0,7,0,12,5,7,12,0,87.5145857643,36.4644107351,51.0501750292,87.5145857643,0
2926806,Rio do Antônio,13,Sertão Produtivo,15804,17,0,5,0,22,17,5,22,0,139.20526449,107.5677043786,31.6375601114,139.20526449,0
2926905,Rio do Pires,12,Bacia do Paramirim,12130,4,0,5,0,9,4,5,9,0,74.1962077494,32.9760923331,41.2201154163,74.1962077494,0
2927002,Rio Real,18,Litoral Norte e Agreste Baiano,41767,6130,0,21,0,6151,6130,21,6151,0,14726.9375344171,14676.6586060766,50.2789283406,14726.9375344171,0
2927101,Rodelas,24,Itaparica,9405,3,0,4,0,7,3,4,7,0,74.4284954811,31.8979266348,42.5305688464,74.4284954811,0
2927200,Ruy Barbosa,14,Piemonte do Paraguaçu,32009,3,1,17,0,21,4,17,20,1,65.6065481583,12.4964853635,53.1100627948,62.4824268175,3.1241213409
2927309,Salinas da Margarida,21,Recôncavo,15772,17,0,11,0,28,17,11,28,0,177.5297996449,107.7859497844,69.7438498605,177.5297996449,0
2927408,Salvador,26,Metropolitano de Salvador,2953986,1,1442,4443,477,6363,1443,4920,4444,1919,215.4038644733,48.8492497933,166.55461468,150.4407942353,64.963070238
2927507,Santa Bárbara,19,Portal do Sertão,21415,2,2,10,0,14,4,10,12,2,65.3747373336,18.678496381,46.6962409526,56.0354891431,9.3392481905
2927606,Santa Brígida,17,Semiárido Nordeste II,14976,23,0,7,0,30,23,7,30,0,200.3205128205,153.5790598291,46.7414529915,200.3205128205,0
2927705,Santa Cruz Cabrália,27,Costa do Descobrimento,28552,1,0,18,0,19,1,18,19,0,66.5452507705,3.5023816195,63.042869151,66.5452507705,0
2927804,Santa Cruz da Vitória,8,Médio Sudoeste da Bahia,6698,27,0,5,0,32,27,5,32,0,477.7545535981,403.1054045984,74.6491489997,477.7545535981,0
2927903,Santa Inês,9,Vale do Jiquiriçá,11161,10,0,7,0,17,10,7,17,0,152.3161007078,89.5977062987,62.7183944091,152.3161007078,0
2928000,Santaluz,4,Sisal,38422,3,0,25,0,28,3,25,28,0,72.874915413,7.8080266514,65.0668887616,72.874915413,0
2928059,Santa Luzia,5,Litoral Sul,13398,11,0,9,0,20,11,9,20,0,149.276011345,82.1018062397,67.1742051052,149.276011345,0
2928109,Santa Maria da Vitória,23,Bacia do Rio Corrente,41769,4,1,32,0,37,5,32,36,1,88.5824415236,11.9706002059,76.6118413177,86.1883214824,2.3941200412
2928208,Santana,23,Bacia do Rio Corrente,27492,27,0,10,0,37,27,10,37,0,134.584606431,98.2103884766,36.3742179543,134.584606431,0
2928307,Santanópolis,19,Portal do Sertão,9263,85,0,5,0,90,85,5,90,0,971.6074705819,917.6292777718,53.9781928101,971.6074705819,0
2928406,Santa Rita de Cássia,11,Bacia do Rio Grande,29146,21,0,24,0,45,21,24,45,0,154.3951142524,72.0510533178,82.3440609346,154.3951142524,0
2928505,Santa Terezinha,14,Piemonte do Paraguaçu,10682,6,0,7,0,13,6,7,13,0,121.7000561693,56.1692566935,65.5307994758,121.7000561693,0
2928604,Santo Amaro,21,Recôncavo,61961,3,4,37,0,44,7,37,40,4,71.0124110327,11.2974290279,59.7149820048,64.5567373025,6.4556737302
2928703,Santo Antônio de Jesus,21,Recôncavo,103342,22,29,85,24,160,51,109,107,53,154.8257242941,49.3506996187,105.4750246754,103.5397031217,51.2860211724
2928802,Santo Estevão,19,Portal do Sertão,53898,8,2,29,0,39,10,29,37,2,72.3589001447,18.5535641397,53.805336005,68.6481873168,3.7107128279
2928901,São Desidério,11,Bacia do Rio Grande,33661,9,0,18,0,27,9,18,27,0,80.211520751,26.7371735837,53.4743471673,80.211520751,0
2928950,São Domingos,4,Sisal,9404,31,0,6,0,37,31,6,37,0,393.4495959166,329.646958741,63.8026371757,393.4495959166,0
2929008,São Félix,21,Recôncavo,15310,6,0,21,0,27,6,21,27,0,176.3553233181,39.1900718485,137.1652514696,176.3553233181,0
2929057,São Félix do Coribe,23,Bacia do Rio Corrente,15825,9,0,14,0,23,9,14,23,0,145.3396524487,56.8720379147,88.467614534,145.3396524487,0
2929107,São Felipe,21,Recôncavo,21964,2,1,17,0,20,3,17,19,1,91.0580950647,13.6587142597,77.399380805,86.5051903114,4.5529047532
2929206,São Francisco do Conde,26,Metropolitano de Salvador,40220,3,1,50,0,54,4,50,53,1,134.2615614122,9.9453008454,124.3162605669,131.7752362009,2.4863252113
2929255,São Gabriel,1,Irecê,19613,2,0,9,0,11,2,9,11,0,56.0852495794,10.1973181053,45.887931474,56.0852495794,0
2929305,São Gonçalo dos Campos,19,Portal do Sertão,38018,21,2,16,0,39,23,16,37,2,102.5829870062,60.4976590036,42.0853280025,97.3223210058,5.2606660003
2929354,São José da Vitória,5,Litoral Sul,6045,3,0,5,0,8,3,5,8,0,132.3407775021,49.6277915633,82.7129859388,132.3407775021,0
2929370,São José do Jacuípe,15,Bacia do Jacuípe,10784,9,0,5,0,14,9,5,14,0,129.821958457,83.4569732938,46.3649851632,129.821958457,0
